#,"Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20697570, SEN S/N: 20697570)","Temp, °C","Batt, V (LGR S/N: 20697570, SEN S/N: 20697570)"
949,12/5/2019 9:00,9.87,4.48,3.54
950,12/5/2019 9:30,9.88,4.5,3.53
951,12/5/2019 10:00,9.87,4.52,3.54
952,12/5/2019 10:30,9.88,4.56,3.53
953,12/5/2019 11:00,9.89,4.62,3.54
954,12/5/2019 11:30,9.91,4.72,3.54
955,12/5/2019 12:00,9.97,4.86,3.54
956,12/5/2019 12:30,10.05,5.04,3.54
957,12/5/2019 13:00,10.17,5.2,3.54
958,12/5/2019 13:30,10.31,5.4,3.54
959,12/5/2019 14:00,10.48,5.68,3.54
960,12/5/2019 14:30,10.62,5.9,3.54
961,12/5/2019 15:00,10.8,6.08,3.54
962,12/5/2019 15:30,10.94,6.22,3.54
963,12/5/2019 16:00,11.07,6.3,3.54
964,12/5/2019 16:30,11.18,6.3,3.54
965,12/5/2019 17:00,11.22,6.26,3.54
966,12/5/2019 17:30,11.22,6.18,3.54
967,12/5/2019 18:00,11.14,6.06,3.54
968,12/5/2019 18:30,11.05,5.92,3.54
969,12/5/2019 19:00,10.94,5.78,3.54
970,12/5/2019 19:30,10.78,5.68,3.54
971,12/5/2019 20:00,10.65,5.58,3.54
972,12/5/2019 20:30,10.53,5.52,3.54
973,12/5/2019 21:00,10.37,5.46,3.54
974,12/5/2019 21:30,10.26,5.44,3.54
975,12/5/2019 22:00,10.14,5.42,3.54
976,12/5/2019 22:30,10.06,5.42,3.54
977,12/5/2019 23:00,9.98,5.4,3.54
978,12/5/2019 23:30,9.91,5.4,3.54
979,12/6/2019 0:00,9.88,5.4,3.54
980,12/6/2019 0:30,9.85,5.4,3.54
981,12/6/2019 1:00,9.79,5.42,3.54
982,12/6/2019 1:30,9.77,5.44,3.54
983,12/6/2019 2:00,9.75,5.48,3.54
984,12/6/2019 2:30,9.73,5.5,3.54
985,12/6/2019 3:00,9.74,5.54,3.54
986,12/6/2019 3:30,9.75,5.58,3.54
987,12/6/2019 4:00,9.76,5.6,3.54
988,12/6/2019 4:30,9.75,5.62,3.54
989,12/6/2019 5:00,9.74,5.64,3.54
990,12/6/2019 5:30,9.74,5.64,3.54
991,12/6/2019 6:00,9.73,5.66,3.54
992,12/6/2019 6:30,9.73,5.66,3.54
993,12/6/2019 7:00,9.7,5.68,3.54
994,12/6/2019 7:30,9.67,5.68,3.54
995,12/6/2019 8:00,9.64,5.7,3.54
996,12/6/2019 8:30,9.62,5.7,3.54
997,12/6/2019 9:00,9.63,5.7,3.54
998,12/6/2019 9:30,9.63,5.72,3.54
999,12/6/2019 10:00,9.66,5.76,3.54
1000,12/6/2019 10:30,9.76,5.82,3.54
1001,12/6/2019 11:00,9.84,5.92,3.54
1002,12/6/2019 11:30,9.92,6.04,3.54
1003,12/6/2019 12:00,10.12,6.16,3.54
1004,12/6/2019 12:30,10.28,6.34,3.54
1005,12/6/2019 13:00,10.37,6.5,3.54
1006,12/6/2019 13:30,10.58,6.76,3.54
1007,12/6/2019 14:00,10.69,6.98,3.54
1008,12/6/2019 14:30,10.81,7.1,3.54
1009,12/6/2019 15:00,10.88,7.18,3.54
1010,12/6/2019 15:30,10.84,7.2,3.56
1011,12/6/2019 16:00,10.69,7.18,3.54
1012,12/6/2019 16:30,10.58,7.1,3.54
1013,12/6/2019 17:00,10.42,7.02,3.54
1014,12/6/2019 17:30,10.26,6.92,3.54
1015,12/6/2019 18:00,10.12,6.84,3.54
1016,12/6/2019 18:30,9.99,6.76,3.54
1017,12/6/2019 19:00,9.78,6.7,3.54
1018,12/6/2019 19:30,9.65,6.66,3.54
1019,12/6/2019 20:00,9.53,6.64,3.54
1020,12/6/2019 20:30,9.44,6.62,3.54
1021,12/6/2019 21:00,9.4,6.62,3.54
1022,12/6/2019 21:30,9.36,6.62,3.54
1023,12/6/2019 22:00,9.37,6.62,3.54
1024,12/6/2019 22:30,9.32,6.6,3.54
1025,12/6/2019 23:00,9.29,6.58,3.54
1026,12/6/2019 23:30,9.26,6.54,3.54
1027,12/7/2019 0:00,9.22,6.48,3.54
1028,12/7/2019 0:30,9.15,6.44,3.54
1029,12/7/2019 1:00,9.11,6.38,3.54
1030,12/7/2019 1:30,9.11,6.38,3.54
1031,12/7/2019 2:00,9.12,6.36,3.54
1032,12/7/2019 2:30,9.12,6.38,3.54
1033,12/7/2019 3:00,9.11,6.38,3.54
1034,12/7/2019 3:30,9.07,6.38,3.54
1035,12/7/2019 4:00,9.05,6.4,3.54
1036,12/7/2019 4:30,9.02,6.4,3.54
1037,12/7/2019 5:00,8.98,6.42,3.54
1038,12/7/2019 5:30,8.96,6.42,3.54
1039,12/7/2019 6:00,8.92,6.38,3.54
1040,12/7/2019 6:30,8.91,6.36,3.54
1041,12/7/2019 7:00,8.9,6.34,3.54
1042,12/7/2019 7:30,8.88,6.34,3.54
1043,12/7/2019 8:00,8.91,6.34,3.54
1044,12/7/2019 8:30,8.89,6.36,3.54
1045,12/7/2019 9:00,8.88,6.38,3.54
1046,12/7/2019 9:30,8.92,6.4,3.54
1047,12/7/2019 10:00,8.92,6.4,3.54
1048,12/7/2019 10:30,8.98,6.42,3.54
1049,12/7/2019 11:00,8.9,6.46,3.54
1050,12/7/2019 11:30,8.84,6.48,3.54
1051,12/7/2019 12:00,9.01,6.52,3.54
1052,12/7/2019 12:30,9.08,6.58,3.54
1053,12/7/2019 13:00,9.14,6.64,3.54
1054,12/7/2019 13:30,9.23,6.7,3.54
1055,12/7/2019 14:00,9.3,6.74,3.54
1056,12/7/2019 14:30,9.33,6.76,3.54
1057,12/7/2019 15:00,9.43,6.82,3.54
1058,12/7/2019 15:30,9.63,6.92,3.54
1059,12/7/2019 16:00,9.66,7.04,3.54
1060,12/7/2019 16:30,9.77,7.1,3.54
1061,12/7/2019 17:00,9.71,7.1,3.54
1062,12/7/2019 17:30,9.59,7.04,3.54
1063,12/7/2019 18:00,9.42,6.94,3.54
1064,12/7/2019 18:30,9.26,6.84,3.54
1065,12/7/2019 19:00,9.15,6.76,3.54
1066,12/7/2019 19:30,9.11,6.72,3.54
1067,12/7/2019 20:00,9.12,6.68,3.54
1068,12/7/2019 20:30,9.1,6.62,3.54
1069,12/7/2019 21:00,9.15,6.6,3.54
1070,12/7/2019 21:30,9.15,6.6,3.54
1071,12/7/2019 22:00,9.19,6.58,3.54
1072,12/7/2019 22:30,9.19,6.56,3.54
1073,12/7/2019 23:00,9.15,6.54,3.54
1074,12/7/2019 23:30,9.18,6.54,3.54
1075,12/8/2019 0:00,9.11,6.52,3.54
1076,12/8/2019 0:30,9.1,6.48,3.54
1077,12/8/2019 1:00,9.11,6.44,3.54
1078,12/8/2019 1:30,9.12,6.4,3.54
1079,12/8/2019 2:00,9.11,6.36,3.54
1080,12/8/2019 2:30,9.13,6.3,3.54
1081,12/8/2019 3:00,9.16,6.26,3.54
1082,12/8/2019 3:30,9.18,6.2,3.54
1083,12/8/2019 4:00,9.23,6.18,3.54
1084,12/8/2019 4:30,9.26,6.16,3.54
1085,12/8/2019 5:00,9.3,6.14,3.54
1086,12/8/2019 5:30,9.28,6.14,3.54
1087,12/8/2019 6:00,9.28,6.14,3.54
1088,12/8/2019 6:30,9.26,6.16,3.54
1089,12/8/2019 7:00,9.33,6.16,3.54
1090,12/8/2019 7:30,9.32,6.18,3.54
1091,12/8/2019 8:00,9.26,6.2,3.54
1092,12/8/2019 8:30,9.35,6.24,3.54
1093,12/8/2019 9:00,9.38,6.26,3.54
1094,12/8/2019 9:30,9.38,6.32,3.54
1095,12/8/2019 10:00,9.48,6.38,3.54
1096,12/8/2019 10:30,9.56,6.42,3.54
1097,12/8/2019 11:00,9.64,6.52,3.54
1098,12/8/2019 11:30,9.78,6.62,3.54
1099,12/8/2019 12:00,9.88,6.72,3.54
1100,12/8/2019 12:30,9.98,6.8,3.54
1101,12/8/2019 13:00,10.05,6.9,3.54
1102,12/8/2019 13:30,10.15,7,3.54
1103,12/8/2019 14:00,10.2,7.1,3.54
1104,12/8/2019 14:30,10.29,7.16,3.54
1105,12/8/2019 15:00,10.34,7.22,3.54
1106,12/8/2019 15:30,10.36,7.26,3.54
1107,12/8/2019 16:00,10.36,7.22,3.54
1108,12/8/2019 16:30,10.28,7.12,3.54
1109,12/8/2019 17:00,10.24,7.04,3.54
1110,12/8/2019 17:30,10.22,6.98,3.54
1111,12/8/2019 18:00,10.16,6.92,3.54
1112,12/8/2019 18:30,10.07,6.84,3.54
1113,12/8/2019 19:00,10.05,6.78,3.54
1114,12/8/2019 19:30,10.04,6.74,3.54
1115,12/8/2019 20:00,10.01,6.66,3.54
1116,12/8/2019 20:30,9.99,6.56,3.54
1117,12/8/2019 21:00,10,6.46,3.54
1118,12/8/2019 21:30,9.98,6.36,3.54
1119,12/8/2019 22:00,9.96,6.28,3.54
1120,12/8/2019 22:30,9.93,6.18,3.54
1121,12/8/2019 23:00,9.94,6.06,3.54
1122,12/8/2019 23:30,9.89,5.96,3.54
1123,12/9/2019 0:00,9.89,5.84,3.54
1124,12/9/2019 0:30,9.83,5.72,3.54
1125,12/9/2019 1:00,9.83,5.62,3.54
1126,12/9/2019 1:30,9.81,5.52,3.54
1127,12/9/2019 2:00,9.84,5.42,3.54
1128,12/9/2019 2:30,9.81,5.34,3.54
1129,12/9/2019 3:00,9.83,5.28,3.54
1130,12/9/2019 3:30,9.81,5.22,3.54
1131,12/9/2019 4:00,9.84,5.16,3.54
1132,12/9/2019 4:30,9.83,5.1,3.54
1133,12/9/2019 5:00,9.8,5.04,3.54
1134,12/9/2019 5:30,9.85,4.98,3.54
1135,12/9/2019 6:00,9.87,4.92,3.54
1136,12/9/2019 6:30,9.83,4.88,3.54
1137,12/9/2019 7:00,9.85,4.84,3.53
1138,12/9/2019 7:30,9.85,4.8,3.54
1139,12/9/2019 8:00,9.85,4.76,3.53
1140,12/9/2019 8:30,9.86,4.74,3.54
1141,12/9/2019 9:00,9.89,4.74,3.53
1142,12/9/2019 9:30,9.91,4.76,3.53
1143,12/9/2019 10:00,9.95,4.78,3.53
1144,12/9/2019 10:30,10.07,4.82,3.54
1145,12/9/2019 11:00,10.16,4.86,3.54
1146,12/9/2019 11:30,10.27,4.92,3.54
1147,12/9/2019 12:00,10.37,5,3.54
1148,12/9/2019 12:30,10.46,5.06,3.54
1149,12/9/2019 13:00,10.54,5.14,3.54
1150,12/9/2019 13:30,10.57,5.18,3.54
1151,12/9/2019 14:00,10.62,5.22,3.54
1152,12/9/2019 14:30,10.64,5.26,3.54
1153,12/9/2019 15:00,10.65,5.3,3.54
1154,12/9/2019 15:30,10.65,5.3,3.54
1155,12/9/2019 16:00,10.65,5.3,3.54
1156,12/9/2019 16:30,10.63,5.28,3.54
1157,12/9/2019 17:00,10.6,5.24,3.54
1158,12/9/2019 17:30,10.57,5.22,3.54
1159,12/9/2019 18:00,10.52,5.2,3.54
1160,12/9/2019 18:30,10.48,5.16,3.54
1161,12/9/2019 19:00,10.43,5.14,3.54
1162,12/9/2019 19:30,10.46,5.12,3.54
1163,12/9/2019 20:00,10.44,5.1,3.54
1164,12/9/2019 20:30,10.42,5.08,3.54
1165,12/9/2019 21:00,10.45,5.06,3.54
1166,12/9/2019 21:30,10.5,5.04,3.54
1167,12/9/2019 22:00,10.48,5.02,3.54
1168,12/9/2019 22:30,10.46,5,3.54
1169,12/9/2019 23:00,10.42,4.96,3.54
1170,12/9/2019 23:30,10.42,4.94,3.54
1171,12/10/2019 0:00,10.4,4.92,3.54
1172,12/10/2019 0:30,10.36,4.9,3.54
1173,12/10/2019 1:00,10.33,4.86,3.54
1174,12/10/2019 1:30,10.3,4.82,3.54
1175,12/10/2019 2:00,10.3,4.8,3.54
1176,12/10/2019 2:30,10.27,4.78,3.54
1177,12/10/2019 3:00,10.26,4.76,3.54
1178,12/10/2019 3:30,10.24,4.74,3.54
1179,12/10/2019 4:00,10.23,4.72,3.54
1180,12/10/2019 4:30,10.24,4.72,3.53
1181,12/10/2019 5:00,10.21,4.7,3.53
1182,12/10/2019 5:30,10.2,4.68,3.53
1183,12/10/2019 6:00,10.18,4.68,3.53
1184,12/10/2019 6:30,10.18,4.66,3.54
1185,12/10/2019 7:00,10.17,4.66,3.54
1186,12/10/2019 7:30,10.16,4.64,3.54
1187,12/10/2019 8:00,10.16,4.64,3.54
1188,12/10/2019 8:30,10.16,4.64,3.53
1189,12/10/2019 9:00,10.17,4.64,3.53
1190,12/10/2019 9:30,10.19,4.66,3.53
1191,12/10/2019 10:00,10.22,4.68,3.53
1192,12/10/2019 10:30,10.32,4.72,3.54
1193,12/10/2019 11:00,10.39,4.76,3.53
1194,12/10/2019 11:30,10.51,4.84,3.54
1195,12/10/2019 12:00,10.62,4.9,3.54
1196,12/10/2019 12:30,10.73,4.98,3.53
1197,12/10/2019 13:00,10.8,5.04,3.54
1198,12/10/2019 13:30,10.82,5.08,3.54
1199,12/10/2019 14:00,10.87,5.1,3.54
1200,12/10/2019 14:30,10.87,5.12,3.54
1201,12/10/2019 15:00,10.86,5.14,3.54
1202,12/10/2019 15:30,10.87,5.16,3.54
1203,12/10/2019 16:00,10.85,5.16,3.54
1204,12/10/2019 16:30,10.82,5.18,3.54
1205,12/10/2019 17:00,10.85,5.18,3.54
1206,12/10/2019 17:30,10.86,5.18,3.54
1207,12/10/2019 18:00,10.82,5.14,3.54
1208,12/10/2019 18:30,10.72,5.08,3.54
1209,12/10/2019 19:00,10.64,5.04,3.54
1210,12/10/2019 19:30,10.6,5,3.54
1211,12/10/2019 20:00,10.56,5,3.54
1212,12/10/2019 20:30,10.53,5,3.54
1213,12/10/2019 21:00,10.51,4.98,3.54
1214,12/10/2019 21:30,10.49,4.96,3.54
1215,12/10/2019 22:00,10.5,4.96,3.54
1216,12/10/2019 22:30,10.51,4.96,3.54
1217,12/10/2019 23:00,10.51,4.94,3.54
1218,12/10/2019 23:30,10.52,4.94,3.54
1219,12/11/2019 0:00,10.45,4.92,3.54
1220,12/11/2019 0:30,10.45,4.9,3.54
1221,12/11/2019 1:00,10.41,4.88,3.54
1222,12/11/2019 1:30,10.38,4.86,3.54
1223,12/11/2019 2:00,10.34,4.8,3.54
1224,12/11/2019 2:30,10.32,4.72,3.54
1225,12/11/2019 3:00,10.31,4.66,3.54
1226,12/11/2019 3:30,10.31,4.62,3.54
1227,12/11/2019 4:00,10.29,4.62,3.53
1228,12/11/2019 4:30,10.26,4.62,3.53
1229,12/11/2019 5:00,10.26,4.62,3.53
1230,12/11/2019 5:30,10.24,4.6,3.53
1231,12/11/2019 6:00,10.26,4.58,3.53
1232,12/11/2019 6:30,10.27,4.54,3.53
1233,12/11/2019 7:00,10.26,4.48,3.53
1234,12/11/2019 7:30,10.26,4.42,3.53
1235,12/11/2019 8:00,10.29,4.38,3.53
1236,12/11/2019 8:30,10.29,4.32,3.53
1237,12/11/2019 9:00,10.31,4.3,3.53
1238,12/11/2019 9:30,10.32,4.32,3.53
1239,12/11/2019 10:00,10.37,4.34,3.53
1240,12/11/2019 10:30,10.49,4.4,3.53
1241,12/11/2019 11:00,10.59,4.46,3.53
1242,12/11/2019 11:30,10.64,4.52,3.53
1243,12/11/2019 12:00,10.69,4.58,3.54
1244,12/11/2019 12:30,10.75,4.62,3.53
1245,12/11/2019 13:00,10.78,4.66,3.54
1246,12/11/2019 13:30,10.82,4.7,3.53
1247,12/11/2019 14:00,10.84,4.76,3.53
1248,12/11/2019 14:30,10.93,4.82,3.54
1249,12/11/2019 15:00,10.97,4.94,3.54
1250,12/11/2019 15:30,11.1,5.04,3.54
1251,12/11/2019 16:00,11.1,5.12,3.54
1252,12/11/2019 16:30,11.08,5.16,3.54
1253,12/11/2019 17:00,11.01,5.14,3.54
1254,12/11/2019 17:30,10.92,5.1,3.54
1255,12/11/2019 18:00,10.8,5.08,3.54
1256,12/11/2019 18:30,10.72,5.06,3.54
1257,12/11/2019 19:00,10.59,5.04,3.54
1258,12/11/2019 19:30,10.54,5.04,3.54
1259,12/11/2019 20:00,10.52,5.02,3.54
1260,12/11/2019 20:30,10.48,5.02,3.54
1261,12/11/2019 21:00,10.45,5,3.54
1262,12/11/2019 21:30,10.43,5.02,3.54
1263,12/11/2019 22:00,10.45,5.04,3.54
1264,12/11/2019 22:30,10.45,5.06,3.54
1265,12/11/2019 23:00,10.44,5.08,3.54
1266,12/11/2019 23:30,10.43,5.1,3.54
1267,12/12/2019 0:00,10.39,5.12,3.54
1268,12/12/2019 0:30,10.36,5.14,3.54
1269,12/12/2019 1:00,10.33,5.14,3.54
1270,12/12/2019 1:30,10.29,5.12,3.54
1271,12/12/2019 2:00,10.26,5.12,3.54
1272,12/12/2019 2:30,10.21,5.12,3.54
1273,12/12/2019 3:00,10.2,5.12,3.54
1274,12/12/2019 3:30,10.16,5.08,3.54
1275,12/12/2019 4:00,10.15,5.02,3.54
1276,12/12/2019 4:30,10.14,5,3.54
1277,12/12/2019 5:00,10.11,4.98,3.54
1278,12/12/2019 5:30,10.1,4.94,3.54
1279,12/12/2019 6:00,10.1,4.92,3.54
1280,12/12/2019 6:30,10.08,4.92,3.54
1281,12/12/2019 7:00,10.14,4.92,3.54
1282,12/12/2019 7:30,10.1,4.94,3.54
1283,12/12/2019 8:00,10.09,4.94,3.54
1284,12/12/2019 8:30,10.09,4.94,3.54
1285,12/12/2019 9:00,10.12,4.94,3.54
1286,12/12/2019 9:30,10.15,4.96,3.54
1287,12/12/2019 10:00,10.18,5,3.54
1288,12/12/2019 10:30,10.18,5.06,3.54
1289,12/12/2019 11:00,10.33,5.14,3.54
1290,12/12/2019 11:30,10.42,5.24,3.54
1291,12/12/2019 12:00,10.57,5.42,3.54
1292,12/12/2019 12:30,10.79,5.64,3.54
1293,12/12/2019 13:00,10.87,5.86,3.54
1294,12/12/2019 13:30,11,6.04,3.54
1295,12/12/2019 14:00,11.08,6.22,3.54
1296,12/12/2019 14:30,11.08,6.34,3.54
1297,12/12/2019 15:00,11.08,6.42,3.54
1298,12/12/2019 15:30,11.12,6.48,3.54
1299,12/12/2019 16:00,11.08,6.5,3.54
1300,12/12/2019 16:30,11.03,6.48,3.54
1301,12/12/2019 17:00,10.92,6.44,3.54
1302,12/12/2019 17:30,10.79,6.38,3.54
1303,12/12/2019 18:00,10.64,6.32,3.54
1304,12/12/2019 18:30,10.53,6.24,3.54
1305,12/12/2019 19:00,10.37,6.18,3.54
1306,12/12/2019 19:30,10.3,6.1,3.54
1307,12/12/2019 20:00,10.22,6.06,3.54
1308,12/12/2019 20:30,10.2,6.02,3.54
1309,12/12/2019 21:00,10.22,6,3.54
1310,12/12/2019 21:30,10.2,6,3.54
1311,12/12/2019 22:00,10.22,6,3.54
1312,12/12/2019 22:30,10.2,6.02,3.54
1313,12/12/2019 23:00,10.17,6.04,3.54
1314,12/12/2019 23:30,10.17,6.06,3.54
1315,12/13/2019 0:00,10.15,6.06,3.54
1316,12/13/2019 0:30,10.14,6.04,3.54
1317,12/13/2019 1:00,10.05,6.02,3.54
1318,12/13/2019 1:30,10,6,3.54
1319,12/13/2019 2:00,9.98,5.94,3.54
1320,12/13/2019 2:30,9.94,5.88,3.54
1321,12/13/2019 3:00,9.92,5.84,3.54
1322,12/13/2019 3:30,9.89,5.8,3.54
1323,12/13/2019 4:00,9.87,5.78,3.54
1324,12/13/2019 4:30,9.84,5.76,3.54
1325,12/13/2019 5:00,9.83,5.72,3.54
1326,12/13/2019 5:30,9.83,5.7,3.54
1327,12/13/2019 6:00,9.81,5.7,3.54
1328,12/13/2019 6:30,9.8,5.68,3.54
1329,12/13/2019 7:00,9.8,5.66,3.54
1330,12/13/2019 7:30,9.83,5.66,3.54
1331,12/13/2019 8:00,9.8,5.66,3.54
1332,12/13/2019 8:30,9.79,5.64,3.54
1333,12/13/2019 9:00,9.79,5.64,3.54
1334,12/13/2019 9:30,9.81,5.66,3.54
1335,12/13/2019 10:00,9.81,5.68,3.54
1336,12/13/2019 10:30,9.84,5.72,3.54
1337,12/13/2019 11:00,9.91,5.76,3.54
1338,12/13/2019 11:30,9.92,5.8,3.54
1339,12/13/2019 12:00,10,5.86,3.54
1340,12/13/2019 12:30,10.06,5.92,3.54
1341,12/13/2019 13:00,10.17,6,3.54
1342,12/13/2019 13:30,10.16,6.08,3.54
1343,12/13/2019 14:00,10.18,6.16,3.54
1344,12/13/2019 14:30,10.45,6.3,3.54
1345,12/13/2019 14:48,,,
1346,12/13/2019 14:48,,,
