#,"Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20697570, SEN S/N: 20697570)","Temp, °C","Batt, V (LGR S/N: 20697570, SEN S/N: 20697570)"
1,11/15/2019 15:00,11.47,9.36,3.56
2,11/15/2019 15:30,11.37,9.46,3.54
3,11/15/2019 16:00,11.39,9.58,3.56
4,11/15/2019 16:30,11.49,9.7,3.56
5,11/15/2019 17:00,11.55,9.8,3.56
6,11/15/2019 17:30,11.51,9.88,3.56
7,11/15/2019 18:00,11.52,9.96,3.56
8,11/15/2019 18:30,11.51,10.02,3.56
9,11/15/2019 19:00,11.42,10.08,3.56
10,11/15/2019 19:30,11.19,10.08,3.56
11,11/15/2019 20:00,10.95,10.06,3.56
12,11/15/2019 20:30,10.62,10,3.56
13,11/15/2019 21:00,10.27,9.92,3.56
14,11/15/2019 21:30,9.86,9.78,3.56
15,11/15/2019 22:00,9.62,9.66,3.56
16,11/15/2019 22:30,9.4,9.5,3.56
17,11/15/2019 23:00,9.06,9.3,3.56
18,11/15/2019 23:30,8.87,9.1,3.56
19,11/16/2019 0:00,8.62,8.9,3.56
20,11/16/2019 0:30,8.44,8.7,3.56
21,11/16/2019 1:00,8.3,8.5,3.56
22,11/16/2019 1:30,8.19,8.3,3.56
23,11/16/2019 2:00,8.16,8.08,3.54
24,11/16/2019 2:30,8.06,7.88,3.54
25,11/16/2019 3:00,8.01,7.68,3.54
26,11/16/2019 3:30,7.99,7.5,3.54
27,11/16/2019 4:00,7.96,7.32,3.54
28,11/16/2019 4:30,7.94,7.14,3.54
29,11/16/2019 5:00,7.96,6.94,3.54
30,11/16/2019 5:30,7.94,6.78,3.54
31,11/16/2019 6:00,7.94,6.6,3.54
32,11/16/2019 6:30,7.94,6.44,3.54
33,11/16/2019 7:00,7.95,6.28,3.54
34,11/16/2019 7:30,7.98,6.16,3.54
35,11/16/2019 8:00,7.97,6.02,3.54
36,11/16/2019 8:30,7.97,5.92,3.54
37,11/16/2019 9:00,7.99,5.84,3.54
38,11/16/2019 9:30,7.99,5.8,3.54
39,11/16/2019 10:00,8,5.78,3.53
40,11/16/2019 10:30,8.03,5.8,3.53
41,11/16/2019 11:00,8.29,5.86,3.54
42,11/16/2019 11:30,8.92,6,3.53
43,11/16/2019 12:00,9.13,6.2,3.54
44,11/16/2019 12:30,9.27,6.48,3.54
45,11/16/2019 13:00,9.56,6.74,3.54
46,11/16/2019 13:30,9.97,7,3.54
47,11/16/2019 14:00,10.33,7.32,3.54
48,11/16/2019 14:30,10.64,7.58,3.54
49,11/16/2019 15:00,10.83,7.82,3.54
50,11/16/2019 15:30,11.2,8.02,3.54
51,11/16/2019 16:00,11.52,8.16,3.54
52,11/16/2019 16:30,11.69,8.3,3.54
53,11/16/2019 17:00,11.73,8.42,3.56
54,11/16/2019 17:30,11.8,8.52,3.54
55,11/16/2019 18:00,11.78,8.58,3.56
56,11/16/2019 18:30,11.64,8.62,3.56
57,11/16/2019 19:00,11.49,8.64,3.56
58,11/16/2019 19:30,11.26,8.6,3.56
59,11/16/2019 20:00,11.05,8.56,3.54
60,11/16/2019 20:30,10.79,8.48,3.56
61,11/16/2019 21:00,10.56,8.4,3.54
62,11/16/2019 21:30,10.31,8.28,3.54
63,11/16/2019 22:00,10.07,8.14,3.54
64,11/16/2019 22:30,9.84,7.98,3.54
65,11/16/2019 23:00,9.62,7.8,3.54
66,11/16/2019 23:30,9.44,7.64,3.54
67,11/17/2019 0:00,9.31,7.46,3.54
68,11/17/2019 0:30,9.13,7.28,3.54
69,11/17/2019 1:00,9.04,7.1,3.54
70,11/17/2019 1:30,8.91,6.94,3.54
71,11/17/2019 2:00,8.84,6.78,3.54
72,11/17/2019 2:30,8.79,6.62,3.54
73,11/17/2019 3:00,8.73,6.44,3.54
74,11/17/2019 3:30,8.71,6.28,3.54
75,11/17/2019 4:00,8.68,6.14,3.54
76,11/17/2019 4:30,8.67,6,3.53
77,11/17/2019 5:00,8.65,5.86,3.54
78,11/17/2019 5:30,8.65,5.72,3.54
79,11/17/2019 6:00,8.65,5.6,3.53
80,11/17/2019 6:30,8.65,5.46,3.53
81,11/17/2019 7:00,8.65,5.34,3.53
82,11/17/2019 7:30,8.66,5.24,3.53
83,11/17/2019 8:00,8.65,5.14,3.53
84,11/17/2019 8:30,8.65,5.04,3.53
85,11/17/2019 9:00,8.66,4.96,3.53
86,11/17/2019 9:30,8.65,4.9,3.53
87,11/17/2019 10:00,8.66,4.86,3.53
88,11/17/2019 10:30,8.73,4.92,3.53
89,11/17/2019 11:00,8.84,5.1,3.53
90,11/17/2019 11:30,9.05,5.26,3.53
91,11/17/2019 12:00,9.45,5.46,3.53
92,11/17/2019 12:30,9.7,5.74,3.53
93,11/17/2019 13:00,9.88,6.02,3.53
94,11/17/2019 13:30,9.99,6.34,3.54
95,11/17/2019 14:00,10.26,6.64,3.54
96,11/17/2019 14:30,10.52,6.98,3.54
97,11/17/2019 15:00,10.83,7.24,3.54
98,11/17/2019 15:30,11.19,7.42,3.54
99,11/17/2019 16:00,11.46,7.56,3.54
100,11/17/2019 16:30,11.58,7.7,3.54
101,11/17/2019 17:00,11.8,7.82,3.54
102,11/17/2019 17:30,11.83,7.94,3.54
103,11/17/2019 18:00,11.83,8.04,3.54
104,11/17/2019 18:30,11.77,8.1,3.54
105,11/17/2019 19:00,11.65,8.14,3.54
106,11/17/2019 19:30,11.5,8.14,3.54
107,11/17/2019 20:00,11.35,8.12,3.54
108,11/17/2019 20:30,11.04,8.06,3.54
109,11/17/2019 21:00,10.73,7.98,3.54
110,11/17/2019 21:30,10.44,7.9,3.54
111,11/17/2019 22:00,10.18,7.78,3.54
112,11/17/2019 22:30,9.99,7.64,3.54
113,11/17/2019 23:00,9.85,7.52,3.54
114,11/17/2019 23:30,9.67,7.38,3.54
115,11/18/2019 0:00,9.52,7.24,3.54
116,11/18/2019 0:30,9.35,7.1,3.54
117,11/18/2019 1:00,9.2,6.94,3.54
118,11/18/2019 1:30,9.08,6.8,3.54
119,11/18/2019 2:00,9.03,6.64,3.54
120,11/18/2019 2:30,9.03,6.48,3.54
121,11/18/2019 3:00,9.07,6.32,3.54
122,11/18/2019 3:30,8.97,6.16,3.54
123,11/18/2019 4:00,8.87,6.04,3.54
124,11/18/2019 4:30,8.83,5.9,3.53
125,11/18/2019 5:00,8.77,5.76,3.53
126,11/18/2019 5:30,8.69,5.62,3.53
127,11/18/2019 6:00,8.64,5.5,3.53
128,11/18/2019 6:30,8.63,5.38,3.53
129,11/18/2019 7:00,8.62,5.28,3.53
130,11/18/2019 7:30,8.61,5.16,3.53
131,11/18/2019 8:00,8.62,5.04,3.53
132,11/18/2019 8:30,8.64,4.92,3.53
133,11/18/2019 9:00,8.66,4.84,3.53
134,11/18/2019 9:30,8.66,4.76,3.53
135,11/18/2019 10:00,8.69,4.72,3.53
136,11/18/2019 10:30,8.81,4.74,3.53
137,11/18/2019 11:00,8.96,4.82,3.53
138,11/18/2019 11:30,9.16,5,3.53
139,11/18/2019 12:00,9.34,5.22,3.53
140,11/18/2019 12:30,9.57,5.48,3.53
141,11/18/2019 13:00,9.79,5.72,3.53
142,11/18/2019 13:30,9.97,5.98,3.54
143,11/18/2019 14:00,10.23,6.26,3.54
144,11/18/2019 14:30,10.43,6.56,3.54
145,11/18/2019 15:00,10.78,6.8,3.54
146,11/18/2019 15:30,11.13,6.98,3.54
147,11/18/2019 16:00,11.44,7.16,3.54
148,11/18/2019 16:30,11.65,7.32,3.54
149,11/18/2019 17:00,11.83,7.48,3.54
150,11/18/2019 17:30,11.92,7.62,3.54
151,11/18/2019 18:00,11.93,7.74,3.54
152,11/18/2019 18:30,11.89,7.82,3.54
153,11/18/2019 19:00,11.75,7.86,3.54
154,11/18/2019 19:30,11.6,7.88,3.54
155,11/18/2019 20:00,11.44,7.88,3.54
156,11/18/2019 20:30,11.34,7.84,3.54
157,11/18/2019 21:00,11.19,7.8,3.54
158,11/18/2019 21:30,10.97,7.72,3.54
159,11/18/2019 22:00,10.74,7.66,3.54
160,11/18/2019 22:30,10.56,7.58,3.54
161,11/18/2019 23:00,10.12,7.5,3.54
162,11/18/2019 23:30,9.54,7.42,3.54
163,11/19/2019 0:00,9.51,7.34,3.54
164,11/19/2019 0:30,9.49,7.24,3.54
165,11/19/2019 1:00,9.48,7.14,3.54
166,11/19/2019 1:30,9.46,7.08,3.54
167,11/19/2019 2:00,9.43,7.02,3.54
168,11/19/2019 2:30,9.38,6.98,3.54
169,11/19/2019 3:00,9.32,6.96,3.54
170,11/19/2019 3:30,9.26,6.94,3.54
171,11/19/2019 4:00,9.16,6.92,3.54
172,11/19/2019 4:30,9.07,6.88,3.54
173,11/19/2019 5:00,8.96,6.82,3.54
174,11/19/2019 5:30,8.84,6.74,3.54
175,11/19/2019 6:00,8.72,6.66,3.54
176,11/19/2019 6:30,8.66,6.6,3.54
177,11/19/2019 7:00,8.59,6.52,3.54
178,11/19/2019 7:30,8.56,6.46,3.54
179,11/19/2019 8:00,8.51,6.4,3.54
180,11/19/2019 8:30,8.47,6.36,3.54
181,11/19/2019 9:00,8.44,6.34,3.54
182,11/19/2019 9:30,8.41,6.3,3.54
183,11/19/2019 10:00,8.38,6.28,3.54
184,11/19/2019 10:30,8.37,6.32,3.54
185,11/19/2019 11:00,8.37,6.4,3.54
186,11/19/2019 11:30,8.44,6.58,3.54
187,11/19/2019 12:00,8.81,6.8,3.54
188,11/19/2019 12:30,9.16,7.04,3.54
189,11/19/2019 13:00,9.5,7.36,3.54
190,11/19/2019 13:30,9.88,7.68,3.54
191,11/19/2019 14:00,10.27,7.92,3.54
192,11/19/2019 14:30,10.58,8.06,3.54
193,11/19/2019 15:00,10.79,8.14,3.54
194,11/19/2019 15:30,10.99,8.24,3.54
195,11/19/2019 16:00,11.16,8.32,3.54
196,11/19/2019 16:30,11.29,8.4,3.54
197,11/19/2019 17:00,11.35,8.48,3.56
198,11/19/2019 17:30,11.31,8.5,3.54
199,11/19/2019 18:00,11.21,8.52,3.56
200,11/19/2019 18:30,11.12,8.48,3.56
201,11/19/2019 19:00,11.02,8.44,3.56
202,11/19/2019 19:30,10.93,8.36,3.56
203,11/19/2019 20:00,10.8,8.26,3.54
204,11/19/2019 20:30,10.64,8.14,3.54
205,11/19/2019 21:00,10.54,8.04,3.54
206,11/19/2019 21:30,10.41,7.94,3.54
207,11/19/2019 22:00,10.3,7.8,3.54
208,11/19/2019 22:30,10.07,7.64,3.54
209,11/19/2019 23:00,9.91,7.52,3.54
210,11/19/2019 23:30,9.8,7.38,3.54
211,11/20/2019 0:00,9.64,7.24,3.54
212,11/20/2019 0:30,9.47,7.08,3.54
213,11/20/2019 1:00,9.33,6.94,3.54
214,11/20/2019 1:30,9.24,6.82,3.54
215,11/20/2019 2:00,9.12,6.68,3.54
216,11/20/2019 2:30,9.02,6.58,3.54
217,11/20/2019 3:00,8.93,6.44,3.54
218,11/20/2019 3:30,8.84,6.32,3.54
219,11/20/2019 4:00,8.77,6.22,3.54
220,11/20/2019 4:30,8.72,6.16,3.54
221,11/20/2019 5:00,8.67,6.08,3.54
222,11/20/2019 5:30,8.61,5.98,3.53
223,11/20/2019 6:00,8.56,5.88,3.54
224,11/20/2019 6:30,8.5,5.8,3.53
225,11/20/2019 7:00,8.48,5.76,3.53
226,11/20/2019 7:30,8.47,5.72,3.53
227,11/20/2019 8:00,8.45,5.66,3.54
228,11/20/2019 8:30,8.44,5.58,3.53
229,11/20/2019 9:00,8.42,5.52,3.53
230,11/20/2019 9:30,8.4,5.48,3.53
231,11/20/2019 10:00,8.39,5.46,3.53
232,11/20/2019 10:30,8.37,5.5,3.53
233,11/20/2019 11:00,8.38,5.6,3.53
234,11/20/2019 11:30,8.41,5.8,3.53
235,11/20/2019 12:00,8.61,6.08,3.54
236,11/20/2019 12:30,9.14,6.34,3.54
237,11/20/2019 13:00,9.63,6.58,3.54
238,11/20/2019 13:30,10.01,6.82,3.54
239,11/20/2019 14:00,10.39,7.04,3.54
240,11/20/2019 14:30,10.62,7.26,3.54
241,11/20/2019 15:00,10.87,7.44,3.54
242,11/20/2019 15:30,11.09,7.54,3.54
243,11/20/2019 16:00,11.35,7.58,3.54
244,11/20/2019 16:30,11.5,7.62,3.54
245,11/20/2019 17:00,11.61,7.64,3.54
246,11/20/2019 17:30,11.68,7.68,3.54
247,11/20/2019 18:00,11.7,7.66,3.54
248,11/20/2019 18:30,11.68,7.64,3.54
249,11/20/2019 19:00,11.65,7.6,3.54
250,11/20/2019 19:30,11.63,7.52,3.54
251,11/20/2019 20:00,11.61,7.42,3.54
252,11/20/2019 20:30,11.49,7.3,3.54
253,11/20/2019 21:00,11.26,7.14,3.54
254,11/20/2019 21:30,10.99,7,3.54
255,11/20/2019 22:00,10.75,6.84,3.54
256,11/20/2019 22:30,10.58,6.7,3.54
257,11/20/2019 23:00,10.49,6.5,3.54
258,11/20/2019 23:30,10.35,6.34,3.54
259,11/21/2019 0:00,10.24,6.18,3.54
260,11/21/2019 0:30,10.12,6.02,3.54
261,11/21/2019 1:00,10.01,5.86,3.54
262,11/21/2019 1:30,9.92,5.7,3.53
263,11/21/2019 2:00,9.83,5.56,3.53
264,11/21/2019 2:30,9.73,5.44,3.53
265,11/21/2019 3:00,9.65,5.3,3.53
266,11/21/2019 3:30,9.55,5.14,3.53
267,11/21/2019 4:00,9.46,5.02,3.53
268,11/21/2019 4:30,9.38,4.9,3.53
269,11/21/2019 5:00,9.32,4.8,3.53
270,11/21/2019 5:30,9.26,4.7,3.53
271,11/21/2019 6:00,9.21,4.58,3.53
272,11/21/2019 6:30,9.14,4.46,3.53
273,11/21/2019 7:00,9.09,4.34,3.53
274,11/21/2019 7:30,9.06,4.22,3.53
275,11/21/2019 8:00,9.02,4.12,3.53
276,11/21/2019 8:30,9.01,4,3.53
277,11/21/2019 9:00,8.98,3.88,3.53
278,11/21/2019 9:30,8.97,3.82,3.53
279,11/21/2019 10:00,8.93,3.8,3.53
280,11/21/2019 10:30,8.92,3.8,3.53
281,11/21/2019 11:00,8.91,3.86,3.53
282,11/21/2019 11:30,8.91,4.04,3.53
283,11/21/2019 12:00,8.93,4.36,3.53
284,11/21/2019 12:30,9,4.66,3.53
285,11/21/2019 13:00,9.31,4.92,3.53
286,11/21/2019 13:30,9.69,5.18,3.53
287,11/21/2019 14:00,10.23,5.44,3.53
288,11/21/2019 14:30,10.53,5.68,3.53
289,11/21/2019 15:00,10.84,5.9,3.54
290,11/21/2019 15:30,11.12,6.04,3.54
291,11/21/2019 16:00,11.3,6.14,3.54
292,11/21/2019 16:30,11.58,6.24,3.54
293,11/21/2019 17:00,11.96,6.32,3.54
294,11/21/2019 17:30,12.08,6.4,3.54
295,11/21/2019 18:00,12.12,6.48,3.54
296,11/21/2019 18:30,12.09,6.5,3.54
297,11/21/2019 19:00,12.06,6.5,3.54
298,11/21/2019 19:30,11.97,6.44,3.54
299,11/21/2019 20:00,11.84,6.38,3.54
300,11/21/2019 20:30,11.65,6.28,3.54
301,11/21/2019 21:00,11.55,6.16,3.54
302,11/21/2019 21:30,11.43,6.02,3.54
303,11/21/2019 22:00,11.34,5.88,3.54
304,11/21/2019 22:30,11.25,5.72,3.54
305,11/21/2019 23:00,11.16,5.52,3.54
306,11/21/2019 23:30,11.04,5.3,3.53
307,11/22/2019 0:00,10.95,5.12,3.53
308,11/22/2019 0:30,10.85,4.96,3.53
309,11/22/2019 1:00,10.77,4.76,3.53
310,11/22/2019 1:30,10.64,4.56,3.53
311,11/22/2019 2:00,10.55,4.38,3.53
312,11/22/2019 2:30,10.45,4.18,3.53
313,11/22/2019 3:00,10.36,4,3.53
314,11/22/2019 3:30,10.28,3.84,3.53
315,11/22/2019 4:00,10.18,3.7,3.53
316,11/22/2019 4:30,10.1,3.54,3.53
317,11/22/2019 5:00,10.02,3.4,3.53
318,11/22/2019 5:30,9.94,3.26,3.53
319,11/22/2019 6:00,9.88,3.14,3.53
320,11/22/2019 6:30,9.81,3.02,3.51
321,11/22/2019 7:00,9.77,2.88,3.51
322,11/22/2019 7:30,9.73,2.76,3.51
323,11/22/2019 8:00,9.69,2.64,3.51
324,11/22/2019 8:30,9.65,2.54,3.51
325,11/22/2019 9:00,9.63,2.44,3.51
326,11/22/2019 9:30,9.59,2.36,3.51
327,11/22/2019 10:00,9.56,2.36,3.51
328,11/22/2019 10:30,9.54,2.36,3.51
329,11/22/2019 11:00,9.54,2.44,3.51
330,11/22/2019 11:30,9.53,2.6,3.51
331,11/22/2019 12:00,9.54,2.96,3.51
332,11/22/2019 12:30,9.68,3.32,3.53
333,11/22/2019 13:00,9.84,3.62,3.53
334,11/22/2019 13:30,10.04,3.88,3.53
335,11/22/2019 14:00,10.17,4.12,3.53
336,11/22/2019 14:30,10.29,4.38,3.53
337,11/22/2019 15:00,10.42,4.6,3.53
338,11/22/2019 15:30,10.6,4.78,3.53
339,11/22/2019 16:00,10.87,4.9,3.53
340,11/22/2019 16:30,11.25,5.02,3.53
341,11/22/2019 17:00,11.6,5.14,3.53
342,11/22/2019 17:30,12.03,5.28,3.53
343,11/22/2019 18:00,12.24,5.36,3.53
344,11/22/2019 18:30,12.28,5.4,3.53
345,11/22/2019 19:00,12.33,5.42,3.54
346,11/22/2019 19:30,12.33,5.4,3.53
347,11/22/2019 20:00,12.36,5.36,3.54
348,11/22/2019 20:30,12.36,5.28,3.53
349,11/22/2019 21:00,12.33,5.16,3.53
350,11/22/2019 21:30,12.28,5.06,3.53
351,11/22/2019 22:00,12.21,4.92,3.53
352,11/22/2019 22:30,12.1,4.76,3.53
353,11/22/2019 23:00,11.97,4.62,3.53
354,11/22/2019 23:30,11.85,4.48,3.53
355,11/23/2019 0:00,11.75,4.32,3.53
356,11/23/2019 0:30,11.64,4.14,3.53
357,11/23/2019 1:00,11.52,3.98,3.53
358,11/23/2019 1:30,11.42,3.82,3.53
359,11/23/2019 2:00,11.18,3.66,3.53
360,11/23/2019 2:30,10.28,3.52,3.53
361,11/23/2019 3:00,10.26,3.36,3.53
362,11/23/2019 3:30,10.22,3.22,3.53
363,11/23/2019 4:00,10.21,3.06,3.53
364,11/23/2019 4:30,10.2,2.92,3.51
365,11/23/2019 5:00,10.18,2.8,3.53
366,11/23/2019 5:30,10.15,2.68,3.53
367,11/23/2019 6:00,10.11,2.56,3.51
368,11/23/2019 6:30,10.09,2.44,3.51
369,11/23/2019 7:00,10.07,2.32,3.51
370,11/23/2019 7:30,10.04,2.22,3.51
371,11/23/2019 8:00,10.01,2.1,3.51
372,11/23/2019 8:30,9.99,2.02,3.51
373,11/23/2019 9:00,9.98,1.92,3.51
374,11/23/2019 9:30,9.98,1.88,3.51
375,11/23/2019 10:00,9.95,1.86,3.51
376,11/23/2019 10:30,9.95,1.88,3.51
377,11/23/2019 11:00,9.93,1.96,3.51
378,11/23/2019 11:30,9.94,2.12,3.51
379,11/23/2019 12:00,9.93,2.46,3.51
380,11/23/2019 12:30,10.01,2.94,3.51
381,11/23/2019 13:00,10.16,3.26,3.53
382,11/23/2019 13:30,10.34,3.52,3.53
383,11/23/2019 14:00,10.54,3.74,3.53
384,11/23/2019 14:30,11.02,4.02,3.53
385,11/23/2019 15:00,11.57,4.24,3.53
386,11/23/2019 15:30,12.09,4.42,3.53
387,11/23/2019 16:00,12.44,4.56,3.53
388,11/23/2019 16:30,12.56,4.66,3.53
389,11/23/2019 17:00,12.75,4.8,3.53
390,11/23/2019 17:30,12.99,4.92,3.53
391,11/23/2019 18:00,13.13,5.02,3.53
