Date,Time,Temperature_C,Dew_Point_C,Humidity_%,Wind,Speed_kmh,Gust_kmh,Pressure_hPa,Pressure_kPa,Pressure_inHg,Precip_Rate_mm,Precip_Accum_mm,UV,Solar_w/m2
12/1/2024,12:04 AM,-4.28,-4.56,98,ESE,6.44,7.08,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:09 AM,-4.39,-4.67,98,ESE,4.83,6.92,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:13 AM,-4.33,-4.61,98,East,4.67,6.28,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:19 AM,-4.28,-4.56,98,ENE,3.22,5.79,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:24 AM,-4.28,-4.56,98,East,4.67,6.28,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:29 AM,-4.28,-4.5,98,NE,3.7,5.47,934.64,93.46,27.60,0,0,0,0
12/1/2024,12:34 AM,-4.33,-4.56,98,NE,1.93,4.83,934.64,93.46,27.60,0,0,0,0
12/1/2024,12:38 AM,-4.39,-4.61,99,East,2.74,4.18,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:44 AM,-4.33,-4.5,99,SSW,1.45,2.25,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:49 AM,-4.28,-4.39,99,SSW,1.61,3.7,934.98,93.50,27.61,0,0,0,0
12/1/2024,12:54 AM,-4.28,-4.39,99,WSW,1.45,2.74,934.64,93.46,27.60,0,0,0,0
12/1/2024,12:59 AM,-4.28,-4.39,99,SW,1.77,3.22,934.64,93.46,27.60,0,0,0,0
12/1/2024,1:04 AM,-4.28,-4.39,99,WSW,1.45,4.02,934.98,93.50,27.61,0,0,0,0
12/1/2024,1:08 AM,-4.33,-4.44,99,SW,0.97,2.9,934.98,93.50,27.61,0,0,0,0
12/1/2024,1:14 AM,-4.28,-4.39,99,NE,3.06,4.34,934.98,93.50,27.61,0,0,0,0
12/1/2024,1:19 AM,-4.28,-4.39,99,SE,3.86,6.11,934.64,93.46,27.60,0,0,0,0
12/1/2024,1:24 AM,-4.39,-4.5,99,SW,2.25,3.86,934.98,93.50,27.61,0,0,0,0
12/1/2024,1:29 AM,-4.39,-4.5,99,SSW,1.77,4.02,934.64,93.46,27.60,0,0,0,0
12/1/2024,1:34 AM,-4.39,-4.5,99,SSW,2.41,4.02,934.64,93.46,27.60,0,0,0,0
12/1/2024,1:39 AM,-4.33,-4.5,99,SW,0.8,2.74,934.64,93.46,27.60,0,0,0,0
12/1/2024,1:44 AM,-4.28,-4.39,99,SW,1.13,2.74,934.64,93.46,27.60,0,0,0,0
12/1/2024,1:49 AM,-4.28,-4.39,99,SW,2.74,4.18,934.64,93.46,27.60,0,0,0,0
12/1/2024,1:54 AM,-4.28,-4.39,99,WSW,1.13,3.06,934.98,93.50,27.61,0,0,0,0
12/1/2024,1:58 AM,-4.28,-4.39,99,WSW,1.61,2.09,934.64,93.46,27.60,0,0,0,0
12/1/2024,2:04 AM,-4.28,-4.39,99,SSE,3.06,3.86,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:08 AM,-4.28,-4.39,99,SSE,3.86,5.63,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:14 AM,-4.28,-4.39,99,SE,4.99,6.44,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:19 AM,-4.28,-4.44,99,ESE,5.79,6.76,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:23 AM,-4.33,-4.61,98,East,6.44,8.53,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:29 AM,-4.28,-4.56,98,SE,4.67,6.76,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:34 AM,-4.28,-4.56,98,East,7.72,8.53,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:39 AM,-4.39,-4.67,98,East,6.76,8.53,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:44 AM,-4.33,-4.61,98,SE,5.15,6.6,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:48 AM,-4.28,-4.56,98,ESE,3.54,6.11,935.32,93.53,27.62,0,0,0,0
12/1/2024,2:54 AM,-4.28,-4.56,98,East,4.34,5.79,934.98,93.50,27.61,0,0,0,0
12/1/2024,2:59 AM,-4.28,-4.56,98,ESE,4.34,5.47,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:04 AM,-4.28,-4.56,98,ESE,2.74,4.34,935.32,93.53,27.62,0,0,0,0
12/1/2024,3:09 AM,-4.33,-4.61,98,East,5.63,7.56,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:14 AM,-4.39,-4.67,98,East,5.63,6.92,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:19 AM,-4.39,-4.67,98,East,5.47,7.72,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:24 AM,-4.39,-4.67,98,ENE,5.47,7.4,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:29 AM,-4.39,-4.67,98,ENE,5.47,6.92,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:34 AM,-4.39,-4.67,98,East,5.47,6.92,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:39 AM,-4.5,-4.78,98,East,4.02,5.63,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:44 AM,-4.5,-4.78,98,ENE,3.06,4.67,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:49 AM,-4.39,-4.67,98,NNE,1.61,3.06,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:54 AM,-4.39,-4.67,98,NNE,2.74,3.38,934.98,93.50,27.61,0,0,0,0
12/1/2024,3:59 AM,-4.39,-4.67,98,NNE,2.9,4.18,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:04 AM,-4.39,-4.67,98,NNE,1.13,2.9,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:09 AM,-4.39,-4.67,98,NNW,0,1.93,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:14 AM,-4.39,-4.67,98,North,2.09,3.22,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:19 AM,-4.39,-4.67,98,NE,1.61,3.54,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:24 AM,-4.39,-4.67,98,ENE,1.13,2.74,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:29 AM,-4.39,-4.67,98,ESE,2.74,3.86,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:34 AM,-4.39,-4.67,98,NE,3.22,4.67,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:39 AM,-4.33,-4.61,98,ENE,3.38,5.63,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:44 AM,-4.28,-4.56,98,ENE,2.09,4.67,934.64,93.46,27.60,0,0,0,0
12/1/2024,4:49 AM,-4.39,-4.67,98,East,4.51,6.28,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:54 AM,-4.39,-4.67,98,ESE,4.83,6.44,934.98,93.50,27.61,0,0,0,0
12/1/2024,4:58 AM,-4.39,-4.67,98,ESE,5.47,7.24,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:04 AM,-4.5,-4.78,98,ESE,4.83,6.28,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:09 AM,-4.5,-4.72,98,SE,4.83,6.6,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:14 AM,-4.44,-4.72,98,SE,3.54,6.28,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:19 AM,-4.5,-4.83,98,SSE,4.18,5.15,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:24 AM,-4.5,-4.89,97,SE,2.25,4.18,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:28 AM,-4.5,-4.83,98,SE,2.74,3.54,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:34 AM,-4.5,-4.89,97,ESE,4.34,6.28,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:39 AM,-4.56,-4.94,97,SE,4.18,6.92,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:44 AM,-4.61,-5,97,East,7.72,8.53,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:49 AM,-4.72,-5.11,97,ESE,6.76,9.49,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:54 AM,-4.72,-5.11,97,ESE,5.15,6.44,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:59 AM,-4.72,-5.11,97,ESE,4.83,7.24,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:04 AM,-4.72,-5.06,97,ESE,4.18,5.95,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:09 AM,-4.72,-5.11,97,ESE,5.15,6.6,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:14 AM,-4.72,-5.11,97,East,6.28,6.6,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:19 AM,-4.78,-5.11,97,East,5.47,7.72,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:24 AM,-4.78,-5.06,98,ESE,3.86,5.47,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:29 AM,-4.78,-5.06,98,SE,4.83,6.6,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:34 AM,-4.72,-5,98,ESE,3.86,5.79,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:39 AM,-4.72,-5,98,ESE,4.51,6.44,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:44 AM,-4.72,-5,98,SE,4.18,5.79,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:49 AM,-4.72,-5,98,ENE,4.02,5.15,935.32,93.53,27.62,0,0,0,0
12/1/2024,6:54 AM,-4.78,-5.06,98,ENE,3.7,6.11,935.66,93.57,27.63,0,0,0,0
12/1/2024,6:59 AM,-4.78,-5.06,98,ENE,3.7,4.83,935.32,93.53,27.62,0,0,0,0.1
12/1/2024,7:04 AM,-4.78,-5.06,98,East,3.22,4.02,935.32,93.53,27.62,0,0,0,0.2
12/1/2024,7:09 AM,-4.78,-5.06,98,ESE,2.25,3.7,935.66,93.57,27.63,0,0,0,0.5
12/1/2024,7:13 AM,-4.78,-5.06,98,East,3.54,4.34,935.32,93.53,27.62,0,0,0,0.7
12/1/2024,7:19 AM,-4.78,-5.06,98,SE,5.47,6.44,935.66,93.57,27.63,0,0,0,1.2
12/1/2024,7:24 AM,-4.78,-5.06,98,ESE,4.99,6.6,935.66,93.57,27.63,0,0,0,1.8
12/1/2024,7:28 AM,-4.78,-5.06,98,SE,4.34,6.11,935.66,93.57,27.63,0,0,0,2.3
12/1/2024,7:34 AM,-4.78,-5.06,98,SE,4.51,6.6,935.66,93.57,27.63,0,0,0,3.6
12/1/2024,7:39 AM,-4.78,-5.06,98,ESE,3.38,4.51,935.66,93.57,27.63,0,0,0,4.6
12/1/2024,7:43 AM,-4.72,-5,98,SE,3.86,5.15,935.66,93.57,27.63,0,0,0,6
12/1/2024,7:49 AM,-4.78,-5.17,97,SE,5.63,7.4,935.66,93.57,27.63,0,0,0,7.6
12/1/2024,7:54 AM,-4.78,-5.06,98,ESE,3.7,5.47,935.66,93.57,27.63,0,0,0,8.8
12/1/2024,7:59 AM,-4.78,-5.17,97,East,4.18,5.95,935.66,93.57,27.63,0,0,0,10.3
12/1/2024,8:04 AM,-4.78,-5.11,98,East,6.28,8.37,936,93.60,27.64,0,0,0,12.9
12/1/2024,8:09 AM,-4.78,-5.06,98,East,6.92,7.4,936,93.60,27.64,0,0,0,15.6
12/1/2024,8:14 AM,-4.78,-5.17,97,ESE,6.6,8.69,936,93.60,27.64,0,0,0,16.7
12/1/2024,8:19 AM,-4.83,-5.22,97,East,7.08,10.14,936,93.60,27.64,0,0,0,18.4
12/1/2024,8:24 AM,-4.83,-5.22,97,ESE,4.51,6.28,936,93.60,27.64,0,0,0,20.2
12/1/2024,8:29 AM,-4.78,-5.11,97,East,4.18,5.95,936.34,93.63,27.65,0,0,0,21.4
12/1/2024,8:33 AM,-4.78,-5.06,98,ESE,3.7,5.79,936.34,93.63,27.65,0,0,0,23.8
12/1/2024,8:39 AM,-4.78,-5.17,97,ESE,5.47,6.76,936.34,93.63,27.65,0,0,0,27.7
12/1/2024,8:44 AM,-4.78,-5.11,97,East,4.99,7.56,936.34,93.63,27.65,0,0,0,29.7
12/1/2024,8:49 AM,-4.72,-5.06,98,ENE,5.47,8.04,936.34,93.63,27.65,0,0,0,32.2
12/1/2024,8:54 AM,-4.78,-5.17,97,East,4.18,5.47,936.34,93.63,27.65,0,0,0,36
12/1/2024,8:59 AM,-4.78,-5.17,97,East,5.15,7.56,936.34,93.63,27.65,0,0,0,38.2
12/1/2024,9:04 AM,-4.78,-5.17,97,ESE,3.54,5.95,936.34,93.63,27.65,0,0,0,38.9
12/1/2024,9:09 AM,-4.72,-5.11,97,East,3.06,4.83,936.34,93.63,27.65,0,0,0,41
12/1/2024,9:14 AM,-4.67,-5.11,97,South,4.51,6.44,936.68,93.67,27.66,0,0,0,42.9
12/1/2024,9:18 AM,-4.72,-5.11,97,ESE,2.57,5.95,936.34,93.63,27.65,0,0,0,43.2
12/1/2024,9:24 AM,-4.72,-5.11,97,SSE,3.38,4.99,936.34,93.63,27.65,0,0,0,45.9
12/1/2024,9:29 AM,-4.56,-5,97,SSW,0.64,3.22,936.68,93.67,27.66,0,0,0,47
12/1/2024,9:34 AM,-4.5,-4.89,97,West,1.29,4.02,936.34,93.63,27.65,0,0,0,45.2
12/1/2024,9:39 AM,-4.44,-4.83,97,ENE,1.29,2.74,936.34,93.63,27.65,0,0,0,42.2
12/1/2024,9:44 AM,-4.44,-4.83,97,ENE,3.38,4.67,936.34,93.63,27.65,0,0,0,41.8
12/1/2024,9:49 AM,-4.5,-4.94,97,East,2.41,4.02,936.68,93.67,27.66,0,0,0,39.9
12/1/2024,9:54 AM,-4.5,-4.94,97,ENE,2.57,4.18,936.34,93.63,27.65,0,0,0,41.4
12/1/2024,9:59 AM,-4.5,-5.06,96,NE,2.57,4.83,936.34,93.63,27.65,0,0,0,53.1
12/1/2024,10:04 AM,-4.44,-4.83,97,ENE,1.13,3.54,936.68,93.67,27.66,0,0,0,57.1
12/1/2024,10:09 AM,-4.39,-4.83,97,ESE,3.54,4.83,936.68,93.67,27.66,0,0,0,58.2
12/1/2024,10:14 AM,-4.39,-4.94,96,ESE,6.44,7.88,936.68,93.67,27.66,0,0,0,61.8
12/1/2024,10:19 AM,-4.44,-4.94,97,East,4.18,6.92,936.68,93.67,27.66,0,0,0,63.1
12/1/2024,10:24 AM,-4.39,-4.78,97,East,5.31,6.76,936.68,93.67,27.66,0,0,0,42.6
12/1/2024,10:29 AM,-4.44,-4.83,97,ENE,3.54,6.11,936.68,93.67,27.66,0,0,0,51.1
12/1/2024,10:34 AM,-4.39,-4.78,97,ESE,4.34,6.6,936.68,93.67,27.66,0,0,0,63.3
12/1/2024,10:39 AM,-4.28,-4.67,97,SSE,4.02,6.44,936.68,93.67,27.66,0,0,0,72.2
12/1/2024,10:44 AM,-4.28,-4.67,97,SSE,7.72,8.69,936.68,93.67,27.66,0,0,0,76.9
12/1/2024,10:49 AM,-4.28,-4.72,97,SSE,4.99,7.56,936.34,93.63,27.65,0,0,0,76
12/1/2024,10:54 AM,-4.28,-4.78,96,SSE,3.06,5.47,936.34,93.63,27.65,0,0,0,85
12/1/2024,10:59 AM,-4.22,-4.72,96,SSE,2.74,5.63,936.34,93.63,27.65,0,0,0,81.1
12/1/2024,11:04 AM,-4.22,-4.72,96,ENE,2.57,4.02,936.34,93.63,27.65,0,0,0,71.9
12/1/2024,11:09 AM,-4.28,-4.78,96,ENE,3.54,6.11,936.34,93.63,27.65,0,0,0,61.5
12/1/2024,11:14 AM,-4.28,-4.78,96,NE,2.41,4.34,936.34,93.63,27.65,0,0,0,66.4
12/1/2024,11:19 AM,-4.22,-4.61,97,South,0.97,3.22,936,93.60,27.64,0,0,0,75.7
12/1/2024,11:24 AM,-4.11,-4.56,97,NNW,0.32,2.41,936,93.60,27.64,0,0,0,72.4
12/1/2024,11:29 AM,-4,-4.56,96,NE,1.29,3.06,936,93.60,27.64,0,0,0,65.4
12/1/2024,11:34 AM,-4,-4.56,96,SSE,6.11,8.53,936,93.60,27.64,0,0,0,67.7
12/1/2024,11:39 AM,-4.11,-4.67,96,SE,6.28,9.65,936,93.60,27.64,0,0,0,73.1
12/1/2024,11:44 AM,-4.11,-4.5,97,SSE,6.11,8.85,935.66,93.57,27.63,0,0,0,74.7
12/1/2024,11:49 AM,-4.11,-4.5,97,SSE,5.95,8.53,935.66,93.57,27.63,0,0,0,87.7
12/1/2024,11:54 AM,-4.11,-4.67,96,SE,4.18,6.6,935.66,93.57,27.63,0,0,0,91.9
12/1/2024,11:59 AM,-4.11,-4.61,96,ESE,3.54,5.95,935.66,93.57,27.63,0,0,0,88.7
12/1/2024,12:04 PM,-4,-4.56,96,SSE,4.51,6.6,935.66,93.57,27.63,0,0,0,85.9
12/1/2024,12:09 PM,-4,-4.56,96,SSE,3.86,6.11,935.66,93.57,27.63,0,0,0,87.5
12/1/2024,12:14 PM,-3.89,-4.44,96,ESE,5.79,7.4,935.66,93.57,27.63,0,0,0,87.8
12/1/2024,12:18 PM,-3.94,-4.5,96,ESE,7.24,9.65,935.66,93.57,27.63,0,0,0,94.2
12/1/2024,12:24 PM,-3.89,-4.44,96,ESE,6.44,9.49,935.66,93.57,27.63,0,0,0,98.8
12/1/2024,12:29 PM,-3.89,-4.44,96,ESE,4.67,7.72,935.32,93.53,27.62,0,0,0,98.4
12/1/2024,12:34 PM,-3.89,-4.44,96,ESE,3.38,5.95,935.32,93.53,27.62,0,0,0,100
12/1/2024,12:39 PM,-3.83,-4.39,96,South,3.22,5.63,935.32,93.53,27.62,0,0,0,103.3
12/1/2024,12:44 PM,-3.78,-4.33,96,SSW,3.38,6.11,935.32,93.53,27.62,0,0,0,91.3
12/1/2024,12:49 PM,-3.78,-4.33,96,SW,1.61,4.51,935.32,93.53,27.62,0,0,0,90.6
12/1/2024,12:54 PM,-3.72,-4.28,96,SSW,1.29,3.38,934.98,93.50,27.61,0,0,0,85.8
12/1/2024,12:59 PM,-3.61,-4.22,96,South,3.22,4.18,935.32,93.53,27.62,0,0,0,93.4
12/1/2024,1:04 PM,-3.61,-4.28,95,WSW,1.77,3.38,934.98,93.50,27.61,0,0,0,105
12/1/2024,1:09 PM,-3.5,-4.22,95,ESE,0.48,3.54,934.98,93.50,27.61,0,0,1,109.6
12/1/2024,1:14 PM,-3.44,-4.06,96,SE,4.18,5.47,934.98,93.50,27.61,0,0,0,105.8
12/1/2024,1:19 PM,-3.44,-4.17,95,ESE,5.31,8.04,934.98,93.50,27.61,0,0,1,108.6
12/1/2024,1:24 PM,-3.44,-4.11,96,SSE,0.48,5.63,934.98,93.50,27.61,0,0,1,119.7
12/1/2024,1:29 PM,-3.22,-3.78,96,ENE,0.64,2.57,934.98,93.50,27.61,0,0,1,132.9
12/1/2024,1:34 PM,-3.11,-3.78,95,South,2.57,5.15,934.98,93.50,27.61,0,0,1,127.8
12/1/2024,1:39 PM,-3.22,-3.89,95,South,3.86,7.08,934.98,93.50,27.61,0,0,1,112.3
12/1/2024,1:44 PM,-3.28,-3.94,95,SE,0.97,5.63,934.98,93.50,27.61,0,0,0,85.7
12/1/2024,1:49 PM,-3.28,-3.94,95,SSE,4.34,5.47,934.98,93.50,27.61,0,0,0,79.5
12/1/2024,1:54 PM,-3.39,-4.06,95,SSE,7.24,10.78,934.98,93.50,27.61,0,0,0,72.8
12/1/2024,1:59 PM,-3.44,-4.11,96,SSE,3.54,7.4,934.64,93.46,27.60,0,0,0,81.7
12/1/2024,2:04 PM,-3.39,-3.94,96,SE,4.34,6.44,934.98,93.50,27.61,0,0,0,80.1
12/1/2024,2:09 PM,-3.39,-4.06,95,SSE,6.11,7.56,934.98,93.50,27.61,0,0,0,80.5
12/1/2024,2:14 PM,-3.39,-4.06,95,SE,4.67,8.37,934.98,93.50,27.61,0,0,0,100.4
12/1/2024,2:19 PM,-3.33,-4.06,95,SSE,5.95,7.72,934.98,93.50,27.61,0,0,0,90.7
12/1/2024,2:24 PM,-3.28,-3.94,95,SE,5.31,9.49,934.98,93.50,27.61,0,0,0,82.3
12/1/2024,2:29 PM,-3.33,-4.06,95,SE,6.28,8.53,934.98,93.50,27.61,0,0,0,77.7
12/1/2024,2:34 PM,-3.39,-4.06,95,SE,5.31,7.08,934.98,93.50,27.61,0,0,0,78.4
12/1/2024,2:39 PM,-3.28,-3.94,95,SE,5.47,7.56,934.98,93.50,27.61,0,0,0,56.6
12/1/2024,2:44 PM,-3.28,-3.94,95,SE,5.63,7.72,934.64,93.46,27.60,0,0,0,58.8
12/1/2024,2:49 PM,-3.39,-4.06,95,SE,1.93,4.83,934.64,93.46,27.60,0,0,0,51.9
12/1/2024,2:54 PM,-3.28,-3.94,95,ESE,3.7,4.83,934.64,93.46,27.60,0,0,0,46.8
12/1/2024,2:59 PM,-3.39,-4.06,95,ESE,4.83,5.95,934.64,93.46,27.60,0,0,0,42.5
12/1/2024,3:04 PM,-3.33,-4.06,95,SE,4.67,6.92,934.64,93.46,27.60,0,0,0,43.2
12/1/2024,3:09 PM,-3.28,-4,95,ESE,3.86,5.79,934.64,93.46,27.60,0,0,0,44
12/1/2024,3:14 PM,-3.39,-4.06,95,NE,2.57,4.51,934.64,93.46,27.60,0,0,0,45.5
12/1/2024,3:19 PM,-3.39,-4.06,95,East,6.11,6.76,934.64,93.46,27.60,0,0,0,48.4
12/1/2024,3:24 PM,-3.44,-4.17,95,East,5.15,7.24,934.98,93.50,27.61,0,0,0,51
12/1/2024,3:29 PM,-3.5,-4.17,95,East,3.7,4.83,934.98,93.50,27.61,0,0,0,50
12/1/2024,3:34 PM,-3.39,-4.11,95,East,5.31,6.92,934.98,93.50,27.61,0,0,0,46.7
12/1/2024,3:39 PM,-3.39,-4.06,95,SE,3.86,5.47,934.98,93.50,27.61,0,0,0,42.2
12/1/2024,3:44 PM,-3.39,-4.06,95,SSE,2.09,4.18,934.64,93.46,27.60,0,0,0,32.5
12/1/2024,3:49 PM,-3.33,-3.89,96,SSE,1.61,3.22,934.98,93.50,27.61,0,0,0,27.9
12/1/2024,3:54 PM,-3.22,-3.78,96,ESE,2.74,4.02,934.98,93.50,27.61,0,0,0,27.6
12/1/2024,3:59 PM,-3.22,-3.83,96,ESE,3.38,5.47,934.98,93.50,27.61,0,0,0,26.2
12/1/2024,4:03 PM,-3.22,-3.78,96,SE,2.9,4.02,934.98,93.50,27.61,0,0,0,21.4
12/1/2024,4:09 PM,-3.22,-3.78,96,SE,2.9,4.83,934.98,93.50,27.61,0,0,0,20.7
12/1/2024,4:14 PM,-3.22,-3.78,96,SE,1.45,3.38,934.98,93.50,27.61,0,0,0,17.7
12/1/2024,4:19 PM,-3.22,-3.78,96,SE,4.02,5.15,934.98,93.50,27.61,0,0,0,14.5
12/1/2024,4:24 PM,-3.22,-3.83,96,SSE,3.54,5.47,934.64,93.46,27.60,0,0,0,10.8
12/1/2024,4:29 PM,-3.28,-3.83,96,SE,2.09,4.83,934.98,93.50,27.61,0,0,0,8.5
12/1/2024,4:34 PM,-3.28,-3.83,96,East,2.41,2.74,934.98,93.50,27.61,0,0,0,5.8
12/1/2024,4:39 PM,-3.28,-3.83,96,East,2.74,4.02,934.98,93.50,27.61,0,0,0,3.8
12/1/2024,4:44 PM,-3.28,-3.83,96,NE,2.41,3.38,934.98,93.50,27.61,0,0,0,2.7
12/1/2024,4:49 PM,-3.28,-3.83,96,NNE,1.45,3.7,934.98,93.50,27.61,0,0,0,1.4
12/1/2024,4:54 PM,-3.28,-3.83,96,NNW,1.29,2.41,934.98,93.50,27.61,0,0,0,0.7
12/1/2024,4:59 PM,-3.28,-3.83,96,,1.29,2.9,934.98,93.50,27.61,0,0,0,0.3
12/1/2024,5:04 PM,-3.28,-3.83,96,NNE,2.09,3.38,934.98,93.50,27.61,0,0,0,0.1
12/1/2024,5:09 PM,-3.28,-3.83,96,NNE,2.57,3.7,934.64,93.46,27.60,0,0,0,0
12/1/2024,5:14 PM,-3.28,-3.78,96,East,1.61,3.06,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:19 PM,-3.28,-3.67,97,East,2.25,3.38,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:23 PM,-3.28,-3.72,97,NE,0,1.77,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:29 PM,-3.28,-3.78,96,WSW,0,0,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:34 PM,-3.28,-3.83,96,NW,2.57,3.7,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:39 PM,-3.28,-3.83,96,West,1.93,3.06,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:44 PM,-3.28,-3.83,96,West,1.61,4.02,934.64,93.46,27.60,0,0,0,0
12/1/2024,5:49 PM,-3.28,-3.83,96,WNW,1.29,3.38,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:54 PM,-3.28,-3.83,96,West,2.74,3.06,934.98,93.50,27.61,0,0,0,0
12/1/2024,5:59 PM,-3.28,-3.78,96,SE,0,1.45,934.64,93.46,27.60,0,0,0,0
12/1/2024,6:04 PM,-3.22,-3.67,97,South,1.13,2.9,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:09 PM,-3.22,-3.61,97,SSE,1.93,2.74,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:14 PM,-3.22,-3.61,97,SW,0.48,2.57,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:19 PM,-3.28,-3.78,96,SW,2.74,4.99,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:24 PM,-3.28,-3.72,97,SW,0.8,3.54,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:29 PM,-3.28,-3.72,97,WNW,3.06,4.83,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:34 PM,-3.28,-3.83,96,NNE,1.45,3.7,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:39 PM,-3.28,-3.67,97,NNE,2.09,4.18,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:44 PM,-3.28,-3.67,97,NE,3.86,5.95,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:49 PM,-3.28,-3.67,97,ENE,3.38,4.99,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:54 PM,-3.33,-3.78,97,ENE,1.45,4.18,934.98,93.50,27.61,0,0,0,0
12/1/2024,6:59 PM,-3.28,-3.67,97,SE,2.09,3.7,934.98,93.50,27.61,0,0,0,0
12/1/2024,7:04 PM,-3.33,-3.72,97,SE,1.45,4.18,935.32,93.53,27.62,0,0,0,0
12/1/2024,7:09 PM,-3.28,-3.67,97,East,2.41,3.86,935.32,93.53,27.62,0,0,0,0
12/1/2024,7:14 PM,-3.28,-3.67,97,NE,4.02,5.47,935.32,93.53,27.62,0,0,0,0
12/1/2024,7:19 PM,-3.39,-3.78,97,NNE,1.93,4.83,934.98,93.50,27.61,0,0,0,0
12/1/2024,7:24 PM,-3.39,-3.78,97,East,2.57,3.54,934.98,93.50,27.61,0,0,0,0
12/1/2024,7:29 PM,-3.39,-3.78,97,South,0,1.45,934.98,93.50,27.61,0,0,0,0
12/1/2024,7:34 PM,-3.39,-3.78,97,SE,1.61,2.41,935.32,93.53,27.62,0,0,0,0
12/1/2024,7:39 PM,-3.39,-3.78,97,ESE,1.93,3.86,934.98,93.50,27.61,0,0,0,0
12/1/2024,7:44 PM,-3.39,-3.78,97,East,3.22,4.18,934.98,93.50,27.61,0,0,0,0
12/1/2024,7:49 PM,-3.39,-3.78,97,ENE,3.22,4.02,935.32,93.53,27.62,0,0,0,0
12/1/2024,7:53 PM,-3.39,-3.78,97,ESE,1.61,2.9,935.32,93.53,27.62,0,0,0,0
