Date,Time,ms,LEVEL,TEMPERATURE
6/18/2025,8:00:00 AM,0,9.4035,9.351
6/18/2025,8:15:00 AM,0,9.4035,9.089
6/18/2025,8:30:00 AM,0,9.4043,9.058
6/18/2025,8:45:00 AM,0,9.4062,9.102
6/18/2025,9:00:00 AM,0,9.4078,9.172
6/18/2025,9:15:00 AM,0,9.409,9.242
6/18/2025,9:30:00 AM,0,9.4089,9.319
6/18/2025,9:45:00 AM,0,9.4092,9.408
6/18/2025,10:00:00 AM,0,9.4079,9.508
6/18/2025,10:15:00 AM,0,9.4073,9.607
6/18/2025,10:30:00 AM,0,9.4066,9.717
6/18/2025,10:45:00 AM,0,9.4075,9.818
6/18/2025,11:00:00 AM,0,9.4081,9.923
6/18/2025,11:15:00 AM,0,9.4076,10.02
6/18/2025,11:30:00 AM,0,9.4072,10.115
6/18/2025,11:45:00 AM,0,9.4039,10.198
6/18/2025,12:00:00 PM,0,9.403,10.271
6/18/2025,12:15:00 PM,0,9.4017,10.349
6/18/2025,12:30:00 PM,0,9.4012,10.433
6/18/2025,12:45:00 PM,0,9.4,10.492
6/18/2025,1:00:00 PM,0,9.3986,10.555
6/18/2025,1:15:00 PM,0,9.3974,10.589
6/18/2025,1:30:00 PM,0,9.3915,10.611
6/18/2025,1:45:00 PM,0,9.3913,10.623
6/18/2025,2:00:00 PM,0,9.3902,10.64
6/18/2025,2:15:00 PM,0,9.3886,10.656
6/18/2025,2:30:00 PM,0,9.3865,10.645
6/18/2025,2:45:00 PM,0,9.3849,10.654
6/18/2025,3:00:00 PM,0,9.3837,10.628
6/18/2025,3:15:00 PM,0,9.3828,10.61
6/18/2025,3:30:00 PM,0,9.3804,10.585
6/18/2025,3:45:00 PM,0,9.3788,10.537
6/18/2025,4:00:00 PM,0,9.3774,10.52
6/18/2025,4:15:00 PM,0,9.3764,10.507
6/18/2025,4:30:00 PM,0,9.3754,10.474
6/18/2025,4:45:00 PM,0,9.3732,10.415
6/18/2025,5:00:00 PM,0,9.3722,10.34
6/18/2025,5:15:00 PM,0,9.3711,10.309
6/18/2025,5:30:00 PM,0,9.3691,10.228
6/18/2025,5:45:00 PM,0,9.3692,10.154
6/18/2025,6:00:00 PM,0,9.368,10.094
6/18/2025,6:15:00 PM,0,9.3678,10.001
6/18/2025,6:30:00 PM,0,9.3674,9.923
6/18/2025,6:45:00 PM,0,9.366,9.827
6/18/2025,7:00:00 PM,0,9.3654,9.761
6/18/2025,7:15:00 PM,0,9.3667,9.692
6/18/2025,7:30:00 PM,0,9.3676,9.623
6/18/2025,7:45:00 PM,0,9.3692,9.536
6/18/2025,8:00:00 PM,0,9.368,9.438
6/18/2025,8:15:00 PM,0,9.3672,9.359
6/18/2025,8:30:00 PM,0,9.3672,9.277
6/18/2025,8:45:00 PM,0,9.3663,9.202
6/18/2025,9:00:00 PM,0,9.3668,9.142
6/18/2025,9:15:00 PM,0,9.3675,9.095
6/18/2025,9:30:00 PM,0,9.368,9.054
6/18/2025,9:45:00 PM,0,9.3686,9.022
6/18/2025,10:00:00 PM,0,9.3728,8.999
6/18/2025,10:15:00 PM,0,9.3732,8.982
6/18/2025,10:30:00 PM,0,9.3733,8.97
6/18/2025,10:45:00 PM,0,9.3729,8.96
6/18/2025,11:00:00 PM,0,9.3721,8.954
6/18/2025,11:15:00 PM,0,9.372,8.949
6/18/2025,11:30:00 PM,0,9.3714,8.953
6/18/2025,11:45:00 PM,0,9.3708,8.93
6/19/2025,12:00:00 AM,0,9.3713,8.908
6/19/2025,12:15:00 AM,0,9.3716,8.887
6/19/2025,12:30:00 AM,0,9.372,8.864
6/19/2025,12:45:00 AM,0,9.3728,8.845
6/19/2025,1:00:00 AM,0,9.3724,8.831
6/19/2025,1:15:00 AM,0,9.3719,8.816
6/19/2025,1:30:00 AM,0,9.3711,8.802
6/19/2025,1:45:00 AM,0,9.3707,8.789
6/19/2025,2:00:00 AM,0,9.3705,8.779
6/19/2025,2:15:00 AM,0,9.3707,8.772
6/19/2025,2:30:00 AM,0,9.3711,8.768
6/19/2025,2:45:00 AM,0,9.3701,8.762
6/19/2025,3:00:00 AM,0,9.3696,8.757
6/19/2025,3:15:00 AM,0,9.3686,8.748
6/19/2025,3:30:00 AM,0,9.368,8.744
6/19/2025,3:45:00 AM,0,9.3669,8.735
6/19/2025,4:00:00 AM,0,9.3659,8.728
6/19/2025,4:15:00 AM,0,9.366,8.721
6/19/2025,4:30:00 AM,0,9.3658,8.712
6/19/2025,4:45:00 AM,0,9.3654,8.704
6/19/2025,5:00:00 AM,0,9.3663,8.695
6/19/2025,5:15:00 AM,0,9.3657,8.69
6/19/2025,5:30:00 AM,0,9.3656,8.682
6/19/2025,5:45:00 AM,0,9.3657,8.675
6/19/2025,6:00:00 AM,0,9.3657,8.67
6/19/2025,6:15:00 AM,0,9.3644,8.67
6/19/2025,6:30:00 AM,0,9.3641,8.673
6/19/2025,6:45:00 AM,0,9.3642,8.682
6/19/2025,7:00:00 AM,0,9.3647,8.701
6/19/2025,7:15:00 AM,0,9.3653,8.736
6/19/2025,7:30:00 AM,0,9.3665,8.787
6/19/2025,7:45:00 AM,0,9.3664,8.825
6/19/2025,8:00:00 AM,0,9.3659,8.849
6/19/2025,8:15:00 AM,0,9.3671,8.905
6/19/2025,8:30:00 AM,0,9.3676,8.974
6/19/2025,8:45:00 AM,0,9.3681,9.052
6/19/2025,9:00:00 AM,0,9.3687,9.123
6/19/2025,9:15:00 AM,0,9.3688,9.201
6/19/2025,9:30:00 AM,0,9.3698,9.287
6/19/2025,9:45:00 AM,0,9.3673,9.377
6/19/2025,10:00:00 AM,0,9.3647,9.45
6/19/2025,10:15:00 AM,0,9.3623,9.545
6/19/2025,10:30:00 AM,0,9.3606,9.659
6/19/2025,10:45:00 AM,0,9.3597,9.758
6/19/2025,11:00:00 AM,0,9.3585,9.85
6/19/2025,11:15:00 AM,0,9.3582,9.925
6/19/2025,11:30:00 AM,0,9.3575,10.021
6/19/2025,11:45:00 AM,0,9.3548,10.106
6/19/2025,12:00:00 PM,0,9.353,10.189
6/19/2025,12:15:00 PM,0,9.3511,10.259
6/19/2025,12:30:00 PM,0,9.3492,10.32
6/19/2025,12:45:00 PM,0,9.3476,10.377
6/19/2025,1:00:00 PM,0,9.3473,10.433
