date_time,stage_m,temp_C,water_year,flow_cfs
2019-07-14T11:00:00Z,0.198,9.278,2019,4.649578650719473
2019-07-14T11:15:00Z,0.1945,9.32,2019,4.464653367037709
2019-07-14T11:30:00Z,0.2004,9.396,2019,4.778820706163081
2019-07-14T11:45:00Z,0.1984,9.37,2019,4.670981108548382
2019-07-14T12:00:00Z,0.2004,9.468,2019,4.778820706163081
2019-07-14T12:15:00Z,0.1994,9.543,2019,4.7247284400407334
2019-07-14T12:30:00Z,0.2029,9.62,2019,4.915563579268712
2019-07-14T12:45:00Z,0.2036,9.705,2019,4.954239450634673
2019-07-14T13:00:00Z,0.2033,9.751,2019,4.937643271268914
2019-07-14T13:15:00Z,0.203,9.786,2019,4.921078302198787
2019-07-14T13:30:00Z,0.203,9.823,2019,4.921078302198787
2019-07-14T13:45:00Z,0.2015,9.84,2019,4.83872116631645
2019-07-14T14:00:00Z,0.2053,9.843,2019,5.048874606466062
2019-07-14T14:15:00Z,0.21,9.843,2019,5.315749642211204
2019-07-14T14:30:00Z,0.2153,9.835,2019,5.625968365170412
2019-07-14T14:45:00Z,0.2135,9.823,2019,5.519504678557994
2019-07-14T15:00:00Z,0.213,9.813,2019,5.490133652732148
2019-07-14T15:15:00Z,0.2133,9.819,2019,5.507745726661334
2019-07-14T15:30:00Z,0.2134,9.772,2019,5.513623445379253
2019-07-14T15:45:00Z,0.2066,9.595,2019,5.1219205948281585
2019-07-14T16:00:00Z,0.2215,9.381,2019,6.001430109014084
2019-07-14T16:15:00Z,0.2235,9.243,2019,6.125453297926751
2019-07-14T16:30:00Z,0.2082,9.356,2019,5.212631567125305
2019-07-14T16:45:00Z,0.2075,9.388,2019,5.172835673109306
2019-07-14T17:00:00Z,0.2113,9.419,2019,5.390928688846648
2019-07-14T17:15:00Z,0.2136,9.447,2019,5.525389426651365
2019-07-14T17:30:00Z,0.2062,9.349,2019,5.099382255343511
2019-07-14T17:45:00Z,0.2057,9.256,2019,5.0712876584065585
2019-07-14T18:00:00Z,0.2008,9.211,2019,4.80055430096521
2019-07-14T18:15:00Z,0.198,9.136,2019,4.649578650719473
2019-07-14T18:30:00Z,0.2028,9.063,2019,4.910052322267603
2019-07-14T18:45:00Z,0.2022,8.973,2019,4.877057538389132
2019-07-14T19:00:00Z,0.2007,8.938,2019,4.795115719442963
2019-07-14T19:15:00Z,0.2034,8.905,2019,4.943171862620119
2019-07-14T19:30:00Z,0.1969,8.88,2019,4.59100581846977
2019-07-14T19:45:00Z,0.2006,8.835,2019,4.789680593451619
2019-07-14T20:00:00Z,0.1982,8.79,2019,4.660272992405592
2019-07-14T20:15:00Z,0.1987,8.762,2019,4.687069118244684
2019-07-14T20:30:00Z,0.1985,8.698,2019,4.676340333237799
2019-07-14T20:45:00Z,0.1995,8.642,2019,4.73012213672894
2019-07-14T21:00:00Z,0.1991,8.595,2019,4.708568044154967
2019-07-14T21:15:00Z,0.2045,8.563,2019,5.0042153772994
2019-07-14T21:30:00Z,0.1954,8.549,2019,4.511803936899264
2019-07-14T21:45:00Z,0.2004,8.552,2019,4.778820706163081
2019-07-14T22:00:00Z,0.1974,8.562,2019,4.617578234065903
2019-07-14T22:15:00Z,0.201,8.568,2019,4.811441832499947
2019-07-14T22:30:00Z,0.1976,8.565,2019,4.628231275385955
2019-07-14T22:45:00Z,0.1997,8.56,2019,4.740919880055019
2019-07-14T23:00:00Z,0.1998,8.549,2019,4.746323927645703
2019-07-14T23:15:00Z,0.2008,8.538,2019,4.80055430096521
2019-07-14T23:30:00Z,0.1987,8.519,2019,4.687069118244684
2019-07-14T23:45:00Z,0.2015,8.5,2019,4.83872116631645
2019-07-15T00:00:00Z,0.1994,8.485,2019,4.7247284400407334
2019-07-15T00:15:00Z,0.1992,8.475,2019,4.71395139423067
2019-07-15T00:30:00Z,0.2008,8.465,2019,4.80055430096521
2019-07-15T00:45:00Z,0.2005,8.459,2019,4.784248922516582
2019-07-15T01:00:00Z,0.1998,8.456,2019,4.746323927645703
2019-07-15T01:15:00Z,0.2029,8.462,2019,4.915563579268712
2019-07-15T01:30:00Z,0.2,8.474,2019,4.757142377063081
2019-07-15T01:45:00Z,0.2003,8.474,2019,4.77339594391618
2019-07-15T02:00:00Z,0.2016,8.47,2019,4.844187409150894
2019-07-15T02:15:00Z,0.2014,8.467,2019,4.833258382803532
2019-07-15T02:30:00Z,0.2012,8.454,2019,4.822343191849179
2019-07-15T02:45:00Z,0.2002,8.43,2019,4.767974635300762
2019-07-15T03:00:00Z,0.2008,8.412,2019,4.80055430096521
2019-07-15T03:15:00Z,0.201,8.402,2019,4.811441832499947
2019-07-15T03:30:00Z,0.2005,8.397,2019,4.784248922516582
2019-07-15T03:45:00Z,0.2014,8.389,2019,4.833258382803532
2019-07-15T04:00:00Z,0.2013,8.382,2019,4.827799058138909
2019-07-15T04:15:00Z,0.1995,8.374,2019,4.73012213672894
2019-07-15T04:30:00Z,0.2003,8.366,2019,4.77339594391618
2019-07-15T04:45:00Z,0.2018,8.359,2019,4.855130274676435
2019-07-15T05:00:00Z,0.1998,8.357,2019,4.746323927645703
2019-07-15T05:15:00Z,0.2006,8.353,2019,4.789680593451619
2019-07-15T05:30:00Z,0.1997,8.35,2019,4.740919880055019
2019-07-15T05:45:00Z,0.2005,8.345,2019,4.784248922516582
2019-07-15T06:00:00Z,0.2005,8.343,2019,4.784248922516582
2019-07-15T06:15:00Z,0.2025,8.344,2019,4.893539342128603
2019-07-15T06:30:00Z,0.2017,8.345,2019,4.849657111779925
2019-07-15T06:45:00Z,0.2023,8.351,2019,4.882548009710458
2019-07-15T07:00:00Z,0.202,8.358,2019,4.866086983162604
2019-07-15T07:15:00Z,0.2012,8.369,2019,4.822343191849179
2019-07-15T07:30:00Z,0.2049,8.396,2019,5.026517189395473
2019-07-15T07:45:00Z,0.2044,8.432,2019,4.998648609045259
2019-07-15T08:00:00Z,0.2045,8.485,2019,5.0042153772994
2019-07-15T08:15:00Z,0.2063,8.537,2019,5.105011616990824
2019-07-15T08:30:00Z,0.2069,8.592,2019,5.138860921769798
2019-07-15T08:45:00Z,0.2048,8.647,2019,5.020936524573812
2019-07-15T09:00:00Z,0.2073,8.697,2019,5.161496811302669
2019-07-15T09:15:00Z,0.2072,8.755,2019,5.15583261035486
2019-07-15T09:30:00Z,0.2106,8.816,2019,5.350374125022778
2019-07-15T09:45:00Z,0.2069,8.892,2019,5.138860921769798
2019-07-15T10:00:00Z,0.2128,8.977,2019,5.478409834090097
2019-07-15T10:15:00Z,0.2115,9.065,2019,5.4025472442764775
2019-07-15T10:30:00Z,0.2137,9.145,2019,5.531277690113014
2019-07-15T10:45:00Z,0.2133,9.228,2019,5.507745726661334
2019-07-15T11:00:00Z,0.2159,9.224,2019,5.661709790695687
2019-07-15T11:15:00Z,0.2148,9.293,2019,5.596280732088267
2019-07-15T11:30:00Z,0.217,9.356,2019,5.727565466087768
2019-07-15T11:45:00Z,0.2162,9.455,2019,5.679628095138792
2019-07-15T12:00:00Z,0.2173,9.549,2019,5.745600224430588
2019-07-15T12:15:00Z,0.2157,9.625,2019,5.649781883950326
2019-07-15T12:30:00Z,0.221,9.687,2019,5.970646370268566
2019-07-15T12:45:00Z,0.2198,9.712,2019,5.897127240848392
2019-07-15T13:00:00Z,0.2182,9.753,2019,5.7998952782973285
2019-07-15T13:15:00Z,0.2174,9.722,2019,5.7516188740399965
2019-07-15T13:30:00Z,0.2166,9.764,2019,5.703568549359957
2019-07-15T13:45:00Z,0.2135,9.827,2019,5.519504678557994
2019-07-15T14:00:00Z,0.2185,9.742,2019,5.818057262789019
2019-07-15T14:15:00Z,0.2152,9.719,2019,5.620023794244807
2019-07-15T14:30:00Z,0.2132,9.546,2019,5.501871521950279
2019-07-15T14:45:00Z,0.2091,9.545,2019,5.264049065321134
2019-07-15T15:00:00Z,0.2172,9.636,2019,5.739585106867468
2019-07-15T15:15:00Z,0.2142,9.682,2019,5.5607717538125065
2019-07-15T15:30:00Z,0.2215,9.718,2019,6.001430109014084
2019-07-15T15:45:00Z,0.215,9.478,2019,5.608145219759998
2019-07-15T16:00:00Z,0.2196,9.415,2019,5.884923678110679
2019-07-15T16:15:00Z,0.2187,9.46,2019,5.830182938761988
2019-07-15T16:30:00Z,0.2188,9.439,2019,5.836251083980354
2019-07-15T16:45:00Z,0.2165,9.416,2019,5.6975781435673
2019-07-15T17:00:00Z,0.218,9.375,2019,5.787804969739982
2019-07-15T17:15:00Z,0.2192,9.319,2019,5.860559056800299
2019-07-15T17:30:00Z,0.2135,9.251,2019,5.519504678557994
2019-07-15T17:45:00Z,0.2139,9.205,2019,5.54306476495499
2019-07-15T18:00:00Z,0.2104,9.156,2019,5.338818628877877
2019-07-15T18:15:00Z,0.2086,9.094,2019,5.235448862063905
2019-07-15T18:30:00Z,0.2073,9.031,2019,5.161496811302669
2019-07-15T18:45:00Z,0.2049,8.926,2019,5.026517189395473
2019-07-15T19:00:00Z,0.2076,8.869,2019,5.178510334894852
2019-07-15T19:15:00Z,0.207,8.85,2019,5.144514666052268
2019-07-15T19:30:00Z,0.2073,8.827,2019,5.161496811302669
2019-07-15T19:45:00Z,0.2073,8.788,2019,5.161496811302669
2019-07-15T20:00:00Z,0.2048,8.745,2019,5.020936524573812
2019-07-15T20:15:00Z,0.2056,8.711,2019,5.065679178019064
2019-07-15T20:30:00Z,0.2033,8.683,2019,4.937643271268914
2019-07-15T20:45:00Z,0.2024,8.651,2019,4.888041944133046
2019-07-15T21:00:00Z,0.2022,8.615,2019,4.877057538389132
2019-07-15T21:15:00Z,0.204,8.585,2019,4.9764162610624725
2019-07-15T21:30:00Z,0.2011,8.573,2019,4.816890783460773
2019-07-15T21:45:00Z,0.203,8.562,2019,4.921078302198787
2019-07-15T22:00:00Z,0.1997,8.546,2019,4.740919880055019
2019-07-15T22:15:00Z,0.2023,8.542,2019,4.882548009710458
2019-07-15T22:30:00Z,0.2001,8.53,2019,4.762556779841548
2019-07-15T22:45:00Z,0.2012,8.516,2019,4.822343191849179
2019-07-15T23:00:00Z,0.2033,8.5,2019,4.937643271268914
2019-07-15T23:15:00Z,0.2027,8.498,2019,4.904544530724596
2019-07-15T23:30:00Z,0.2019,8.508,2019,4.860606898313144
2019-07-15T23:45:00Z,0.2035,8.521,2019,4.948703922252086
2019-07-16T00:00:00Z,0.199,8.524,2019,4.7031881419959625
2019-07-16T00:15:00Z,0.2013,8.524,2019,4.827799058138909
2019-07-16T00:30:00Z,0.2024,8.53,2019,4.888041944133046
2019-07-16T00:45:00Z,0.2016,8.527,2019,4.844187409150894
2019-07-16T01:00:00Z,0.2012,8.519,2019,4.822343191849179
2019-07-16T01:15:00Z,0.202,8.501,2019,4.866086983162604
2019-07-16T01:30:00Z,0.2035,8.476,2019,4.948703922252086
2019-07-16T01:45:00Z,0.2014,8.455,2019,4.833258382803532
2019-07-16T02:00:00Z,0.202,8.438,2019,4.866086983162604
2019-07-16T02:15:00Z,0.2009,8.424,2019,4.805996338492786
2019-07-16T02:30:00Z,0.2053,8.413,2019,5.048874606466062
2019-07-16T02:45:00Z,0.2016,8.404,2019,4.844187409150894
2019-07-16T03:00:00Z,0.2035,8.399,2019,4.948703922252086
2019-07-16T03:15:00Z,0.204,8.396,2019,4.9764162610624725
2019-07-16T03:30:00Z,0.2037,8.39,2019,4.959778448237564
2019-07-16T03:45:00Z,0.2028,8.39,2019,4.910052322267603
2019-07-16T04:00:00Z,0.202,8.386,2019,4.866086983162604
2019-07-16T04:15:00Z,0.2019,8.385,2019,4.860606898313144
2019-07-16T04:30:00Z,0.2028,8.396,2019,4.910052322267603
2019-07-16T04:45:00Z,0.2025,8.401,2019,4.893539342128603
2019-07-16T05:00:00Z,0.2005,8.407,2019,4.784248922516582
2019-07-16T05:15:00Z,0.2028,8.401,2019,4.910052322267603
2019-07-16T05:30:00Z,0.2023,8.403,2019,4.882548009710458
2019-07-16T05:45:00Z,0.2024,8.413,2019,4.888041944133046
2019-07-16T06:00:00Z,0.2028,8.421,2019,4.910052322267603
2019-07-16T06:15:00Z,0.2029,8.428,2019,4.915563579268712
2019-07-16T06:30:00Z,0.2036,8.434,2019,4.954239450634673
2019-07-16T06:45:00Z,0.2038,8.442,2019,4.965320915530288
2019-07-16T07:00:00Z,0.2043,8.447,2019,4.993085313762935
2019-07-16T07:15:00Z,0.2032,8.455,2019,4.932118147728444
2019-07-16T07:30:00Z,0.2035,8.47,2019,4.948703922252086
2019-07-16T07:45:00Z,0.2052,8.486,2019,5.0432800375964275
2019-07-16T08:00:00Z,0.2055,8.511,2019,5.060074176210758
2019-07-16T08:15:00Z,0.2054,8.546,2019,5.054472652515271
2019-07-16T08:30:00Z,0.2072,8.601,2019,5.15583261035486
2019-07-16T08:45:00Z,0.2064,8.662,2019,5.110644460477353
2019-07-16T09:00:00Z,0.2078,8.716,2019,5.189870122545963
2019-07-16T09:15:00Z,0.2079,8.777,2019,5.195555249337274
2019-07-16T09:30:00Z,0.2106,8.835,2019,5.350374125022778
2019-07-16T09:45:00Z,0.2097,8.905,2019,5.298484642675544
2019-07-16T10:00:00Z,0.2129,8.976,2019,5.484269987316383
2019-07-16T10:15:00Z,0.2107,9.061,2019,5.356157125402947
2019-07-16T10:30:00Z,0.2152,9.137,2019,5.620023794244807
2019-07-16T10:45:00Z,0.211,9.21,2019,5.3735271412718655
2019-07-16T11:00:00Z,0.2189,9.271,2019,5.842322767947777
2019-07-16T11:15:00Z,0.215,9.365,2019,5.608145219759998
2019-07-16T11:30:00Z,0.2193,9.452,2019,5.86664490021913
2019-07-16T11:45:00Z,0.2177,9.512,2019,5.7696960196241145
2019-07-16T12:00:00Z,0.2192,9.578,2019,5.860559056800299
2019-07-16T12:15:00Z,0.2179,9.638,2019,5.781765118452339
2019-07-16T12:30:00Z,0.2207,9.688,2019,5.952218712796762
2019-07-16T12:45:00Z,0.221,9.725,2019,5.970646370268566
2019-07-16T13:00:00Z,0.221,9.757,2019,5.970646370268566
2019-07-16T13:15:00Z,0.2188,9.782,2019,5.836251083980354
2019-07-16T13:30:00Z,0.2193,9.803,2019,5.86664490021913
2019-07-16T13:45:00Z,0.2181,9.802,2019,5.793848356206029
2019-07-16T14:00:00Z,0.2214,9.813,2019,5.995266261571645
2019-07-16T14:15:00Z,0.2183,9.812,2019,5.805945736460582
2019-07-16T14:30:00Z,0.2227,9.788,2019,6.075673361542391
2019-07-16T14:45:00Z,0.2182,9.756,2019,5.7998952782973285
2019-07-16T15:00:00Z,0.223,9.736,2019,6.094314155429458
2019-07-16T15:15:00Z,0.2211,9.709,2019,5.976796019208652
2019-07-16T15:30:00Z,0.2202,9.678,2019,5.921576888265524
2019-07-16T15:45:00Z,0.2175,9.645,2019,5.757641056143583
2019-07-16T16:00:00Z,0.222,9.604,2019,6.032302616017986
