Serial_number:,,,,
2057620,,,,
Project ID:,,,,
,,,,
Location:,,,,
,,,,
LEVEL,,,,
UNIT: m,,,,
Offset: 0.000000 m,,,,
TEMPERATURE,,,,
UNIT: °C,,,,
Date,Time,ms,LEVEL(m),TEMPERATURE
2/6/2020,8:30:00 AM,0,0.7988,2.86
2/6/2020,9:00:00 AM,0,0.7974,2.803
2/6/2020,9:30:00 AM,0,0.8008,2.792
2/6/2020,10:00:00 AM,0,0.8026,2.837
2/6/2020,10:30:00 AM,0,0.8074,2.931
2/6/2020,11:00:00 AM,0,0.8073,3.091
2/6/2020,11:30:00 AM,0,0.8095,3.266
2/6/2020,12:00:00 PM,0,0.8125,3.489
2/6/2020,12:30:00 PM,0,0.8127,3.737
2/6/2020,1:00:00 PM,0,0.8129,4.018
2/6/2020,1:30:00 PM,0,0.8129,4.313
2/6/2020,2:00:00 PM,0,0.8136,4.596
2/6/2020,2:30:00 PM,0,0.8099,4.872
2/6/2020,3:00:00 PM,0,0.8018,5.1
2/6/2020,3:30:00 PM,0,0.7993,5.317
2/6/2020,4:00:00 PM,0,0.8025,5.503
2/6/2020,4:30:00 PM,0,0.803,5.626
2/6/2020,5:00:00 PM,0,0.8016,5.668
2/6/2020,5:30:00 PM,0,0.8002,5.654
2/6/2020,6:00:00 PM,0,0.7953,5.584
2/6/2020,6:30:00 PM,0,0.7919,5.472
2/6/2020,7:00:00 PM,0,0.7916,5.344
2/6/2020,7:30:00 PM,0,0.7912,5.205
2/6/2020,8:00:00 PM,0,0.7924,5.053
2/6/2020,8:30:00 PM,0,0.7929,4.912
2/6/2020,9:00:00 PM,0,0.7929,4.76
2/6/2020,9:30:00 PM,0,0.7902,4.615
2/6/2020,10:00:00 PM,0,0.789,4.469
2/6/2020,10:30:00 PM,0,0.7877,4.344
2/6/2020,11:00:00 PM,0,0.7855,4.228
2/6/2020,11:30:00 PM,0,0.7817,4.124
2/7/2020,12:00:00 AM,0,0.7822,4.038
2/7/2020,12:30:00 AM,0,0.7844,3.971
2/7/2020,1:00:00 AM,0,0.7871,3.925
2/7/2020,1:30:00 AM,0,0.7889,3.906
2/7/2020,2:00:00 AM,0,0.7855,3.899
2/7/2020,2:30:00 AM,0,0.7844,3.895
2/7/2020,3:00:00 AM,0,0.7847,3.898
2/7/2020,3:30:00 AM,0,0.7832,3.905
2/7/2020,4:00:00 AM,0,0.7816,3.912
2/7/2020,4:30:00 AM,0,0.777,3.92
2/7/2020,5:00:00 AM,0,0.7706,3.917
2/7/2020,5:30:00 AM,0,0.7658,3.902
2/7/2020,6:00:00 AM,0,0.7712,3.879
2/7/2020,6:30:00 AM,0,0.7766,3.86
2/7/2020,7:00:00 AM,0,0.7781,3.839
2/7/2020,7:30:00 AM,0,0.776,3.814
2/7/2020,8:00:00 AM,0,0.7758,3.783
2/7/2020,8:30:00 AM,0,0.7643,3.731
2/7/2020,9:00:00 AM,0,0.7598,3.681
2/7/2020,9:30:00 AM,0,0.7684,3.641
2/7/2020,10:00:00 AM,0,0.7797,3.63
2/7/2020,10:30:00 AM,0,0.7877,3.677
2/7/2020,11:00:00 AM,0,0.7938,3.763
2/7/2020,11:30:00 AM,0,0.7973,3.911
2/7/2020,12:00:00 PM,0,0.8005,4.089
2/7/2020,12:30:00 PM,0,0.8035,4.305
2/7/2020,1:00:00 PM,0,0.8075,4.529
2/7/2020,1:30:00 PM,0,0.8124,4.766
2/7/2020,2:00:00 PM,0,0.8172,4.99
2/7/2020,2:30:00 PM,0,0.8138,5.194
2/7/2020,3:00:00 PM,0,0.8102,5.379
2/7/2020,3:30:00 PM,0,0.806,5.541
2/7/2020,4:00:00 PM,0,0.8078,5.67
2/7/2020,4:30:00 PM,0,0.8047,5.74
2/7/2020,5:00:00 PM,0,0.8009,5.744
2/7/2020,5:30:00 PM,0,0.7984,5.691
2/7/2020,6:00:00 PM,0,0.7971,5.601
2/7/2020,6:30:00 PM,0,0.7936,5.468
2/7/2020,7:00:00 PM,0,0.7942,5.327
2/7/2020,7:30:00 PM,0,0.7914,5.177
2/7/2020,8:00:00 PM,0,0.7883,5.014
2/7/2020,8:30:00 PM,0,0.7905,4.851
2/7/2020,9:00:00 PM,0,0.7949,4.684
2/7/2020,9:30:00 PM,0,0.7904,4.529
2/7/2020,10:00:00 PM,0,0.7863,4.383
2/7/2020,10:30:00 PM,0,0.7848,4.244
2/7/2020,11:00:00 PM,0,0.7793,4.101
2/7/2020,11:30:00 PM,0,0.778,3.974
2/8/2020,12:00:00 AM,0,0.7757,3.857
2/8/2020,12:30:00 AM,0,0.7732,3.761
2/8/2020,1:00:00 AM,0,0.7729,3.675
2/8/2020,1:30:00 AM,0,0.7706,3.606
2/8/2020,2:00:00 AM,0,0.7723,3.553
2/8/2020,2:30:00 AM,0,0.7607,3.508
2/8/2020,3:00:00 AM,0,0.7577,3.49
2/8/2020,3:30:00 AM,0,0.7567,3.491
2/8/2020,4:00:00 AM,0,0.7612,3.5
2/8/2020,4:30:00 AM,0,0.7652,3.504
2/8/2020,5:00:00 AM,0,0.7636,3.503
2/8/2020,5:30:00 AM,0,0.7652,3.502
2/8/2020,6:00:00 AM,0,0.7651,3.509
2/8/2020,6:30:00 AM,0,0.7674,3.527
2/8/2020,7:00:00 AM,0,0.763,3.534
2/8/2020,7:30:00 AM,0,0.7608,3.534
2/8/2020,8:00:00 AM,0,0.7554,3.569
2/8/2020,8:30:00 AM,0,0.7617,3.635
2/8/2020,9:00:00 AM,0,0.7663,3.696
2/8/2020,9:30:00 AM,0,0.7731,3.728
2/8/2020,10:00:00 AM,0,0.7784,3.77
2/8/2020,10:30:00 AM,0,0.78,3.865
2/8/2020,11:00:00 AM,0,0.7835,4.009
2/8/2020,11:30:00 AM,0,0.7874,4.197
2/8/2020,12:00:00 PM,0,0.7899,4.43
2/8/2020,12:30:00 PM,0,0.7948,4.695
2/8/2020,1:00:00 PM,0,0.7879,4.959
2/8/2020,1:30:00 PM,0,0.7869,5.212
2/8/2020,2:00:00 PM,0,0.7848,5.503
2/8/2020,2:30:00 PM,0,0.7803,5.707
2/8/2020,3:00:00 PM,0,0.7737,5.811
2/8/2020,3:30:00 PM,0,0.7704,5.913
2/8/2020,4:00:00 PM,0,0.7769,5.991
2/8/2020,4:30:00 PM,0,0.7814,6.041
2/8/2020,5:00:00 PM,0,0.7767,6.023
2/8/2020,5:30:00 PM,0,0.7722,5.981
2/8/2020,6:00:00 PM,0,0.7713,5.872
2/8/2020,6:30:00 PM,0,0.7719,5.698
2/8/2020,7:00:00 PM,0,0.769,5.505
2/8/2020,7:30:00 PM,0,0.7696,5.331
2/8/2020,8:00:00 PM,0,0.7722,5.147
2/8/2020,8:30:00 PM,0,0.7737,4.954
2/8/2020,9:00:00 PM,0,0.7736,4.764
2/8/2020,9:30:00 PM,0,0.7717,4.621
2/8/2020,10:00:00 PM,0,0.7711,4.492
2/8/2020,10:30:00 PM,0,0.7683,4.354
2/8/2020,11:00:00 PM,0,0.7624,4.184
2/8/2020,11:30:00 PM,0,0.7599,4.023
2/9/2020,12:00:00 AM,0,0.7619,3.87
2/9/2020,12:30:00 AM,0,0.7645,3.721
2/9/2020,1:00:00 AM,0,0.7608,3.582
2/9/2020,1:30:00 AM,0,0.7611,3.468
2/9/2020,2:00:00 AM,0,0.7573,3.371
2/9/2020,2:30:00 AM,0,0.7549,3.286
2/9/2020,3:00:00 AM,0,0.7548,3.217
2/9/2020,3:30:00 AM,0,0.7541,3.156
2/9/2020,4:00:00 AM,0,0.7552,3.108
2/9/2020,4:30:00 AM,0,0.7521,3.061
2/9/2020,5:00:00 AM,0,0.7434,3.013
2/9/2020,5:30:00 AM,0,0.7392,2.961
2/9/2020,6:00:00 AM,0,0.7414,2.906
2/9/2020,6:30:00 AM,0,0.7403,2.849
2/9/2020,7:00:00 AM,0,0.7376,2.796
2/9/2020,7:30:00 AM,0,0.7414,2.743
2/9/2020,8:00:00 AM,0,0.7431,2.691
2/9/2020,8:30:00 AM,0,0.7442,2.634
2/9/2020,9:00:00 AM,0,0.7469,2.587
2/9/2020,9:30:00 AM,0,0.7505,2.573
2/9/2020,10:00:00 AM,0,0.7509,2.623
2/9/2020,10:30:00 AM,0,0.7531,2.741
2/9/2020,11:00:00 AM,0,0.7548,2.914
2/9/2020,11:30:00 AM,0,0.7577,3.117
2/9/2020,12:00:00 PM,0,0.759,3.358
2/9/2020,12:30:00 PM,0,0.7606,3.62
2/9/2020,1:00:00 PM,0,0.7649,3.883
2/9/2020,1:30:00 PM,0,0.7661,4.141
2/9/2020,2:00:00 PM,0,0.7642,4.375
2/9/2020,2:30:00 PM,0,0.7616,4.571
2/9/2020,3:00:00 PM,0,0.7583,4.719
2/9/2020,3:30:00 PM,0,0.7602,4.825
2/9/2020,4:00:00 PM,0,0.7575,4.891
2/9/2020,4:30:00 PM,0,0.7524,4.914
2/9/2020,5:00:00 PM,0,0.7533,4.88
2/9/2020,5:30:00 PM,0,0.7538,4.796
2/9/2020,6:00:00 PM,0,0.7512,4.677
2/9/2020,6:30:00 PM,0,0.7514,4.536
2/9/2020,7:00:00 PM,0,0.7538,4.396
2/9/2020,7:30:00 PM,0,0.7575,4.281
2/9/2020,8:00:00 PM,0,0.7589,4.174
2/9/2020,8:30:00 PM,0,0.7504,4.055
2/9/2020,9:00:00 PM,0,0.7448,3.927
2/9/2020,9:30:00 PM,0,0.7477,3.779
2/9/2020,10:00:00 PM,0,0.7471,3.633
2/9/2020,10:30:00 PM,0,0.7454,3.467
2/9/2020,11:00:00 PM,0,0.7422,3.311
2/9/2020,11:30:00 PM,0,0.7424,3.156
2/10/2020,12:00:00 AM,0,0.7374,3.001
2/10/2020,12:30:00 AM,0,0.7388,2.853
2/10/2020,1:00:00 AM,0,0.7322,2.712
2/10/2020,1:30:00 AM,0,0.7265,2.59
2/10/2020,2:00:00 AM,0,0.7293,2.455
2/10/2020,2:30:00 AM,0,0.7331,2.344
2/10/2020,3:00:00 AM,0,0.7349,2.217
2/10/2020,3:30:00 AM,0,0.7469,2.103
2/10/2020,4:00:00 AM,0,0.7523,1.998
2/10/2020,4:30:00 AM,0,0.7517,1.898
2/10/2020,5:00:00 AM,0,0.7556,1.81
2/10/2020,5:30:00 AM,0,0.7571,1.701
2/10/2020,6:00:00 AM,0,0.7559,1.626
2/10/2020,6:30:00 AM,0,0.757,1.555
2/10/2020,7:00:00 AM,0,0.757,1.495
2/10/2020,7:30:00 AM,0,0.7585,1.442
2/10/2020,8:00:00 AM,0,0.7612,1.385
2/10/2020,8:30:00 AM,0,0.7699,1.339
2/10/2020,9:00:00 AM,0,0.7771,1.311
2/10/2020,9:30:00 AM,0,0.7869,1.305
2/10/2020,10:00:00 AM,0,0.7929,1.367
2/10/2020,10:30:00 AM,0,0.7939,1.495
2/10/2020,11:00:00 AM,0,0.7945,1.679
2/10/2020,11:30:00 AM,0,0.7942,1.918
2/10/2020,12:00:00 PM,0,0.7959,2.179
2/10/2020,12:30:00 PM,0,0.7978,2.455
2/10/2020,1:00:00 PM,0,0.7938,2.739
2/10/2020,1:30:00 PM,0,0.7912,3.019
2/10/2020,2:00:00 PM,0,0.7914,3.27
2/10/2020,2:30:00 PM,0,0.7878,3.497
2/10/2020,3:00:00 PM,0,0.7825,3.679
2/10/2020,3:30:00 PM,0,0.7831,3.84
2/10/2020,4:00:00 PM,0,0.7774,3.969
2/10/2020,4:30:00 PM,0,0.7758,4.053
2/10/2020,5:00:00 PM,0,0.7776,4.075
2/10/2020,5:30:00 PM,0,0.7773,4.038
2/10/2020,6:00:00 PM,0,0.7728,3.971
2/10/2020,6:30:00 PM,0,0.7675,3.877
2/10/2020,7:00:00 PM,0,0.7673,3.772
2/10/2020,7:30:00 PM,0,0.7626,3.677
2/10/2020,8:00:00 PM,0,0.7611,3.581
2/10/2020,8:30:00 PM,0,0.7599,3.487
2/10/2020,9:00:00 PM,0,0.7528,3.386
2/10/2020,9:30:00 PM,0,0.7438,3.284
2/10/2020,10:00:00 PM,0,0.7438,3.167
2/10/2020,10:30:00 PM,0,0.7444,3.051
2/10/2020,11:00:00 PM,0,0.7405,2.94
2/10/2020,11:30:00 PM,0,0.7389,2.821
2/11/2020,12:00:00 AM,0,0.7322,2.712
2/11/2020,12:30:00 AM,0,0.7323,2.597
2/11/2020,1:00:00 AM,0,0.7389,2.491
2/11/2020,1:30:00 AM,0,0.7627,2.369
2/11/2020,2:00:00 AM,0,0.7812,2.247
2/11/2020,2:30:00 AM,0,0.7803,2.14
2/11/2020,3:00:00 AM,0,0.7761,2.031
2/11/2020,3:30:00 AM,0,0.7666,1.935
2/11/2020,4:00:00 AM,0,0.7606,1.872
2/11/2020,4:30:00 AM,0,0.7553,1.808
2/11/2020,5:00:00 AM,0,0.7516,1.748
2/11/2020,5:30:00 AM,0,0.7491,1.688
2/11/2020,6:00:00 AM,0,0.7404,1.635
2/11/2020,6:30:00 AM,0,0.7331,1.579
2/11/2020,7:00:00 AM,0,0.7289,1.531
2/11/2020,7:30:00 AM,0,0.7336,1.483
2/11/2020,8:00:00 AM,0,0.7466,1.436
2/11/2020,8:30:00 AM,0,0.7679,1.393
2/11/2020,9:00:00 AM,0,0.7941,1.359
2/11/2020,9:30:00 AM,0,0.8054,1.368
2/11/2020,10:00:00 AM,0,0.8094,1.441
2/11/2020,10:30:00 AM,0,0.8099,1.6
2/11/2020,11:00:00 AM,0,0.8071,1.84
2/11/2020,11:30:00 AM,0,0.8104,2.106
2/11/2020,12:00:00 PM,0,0.8081,2.379
2/11/2020,12:30:00 PM,0,0.8083,2.662
2/11/2020,1:00:00 PM,0,0.804,2.961
2/11/2020,1:30:00 PM,0,0.7995,3.272
2/11/2020,2:00:00 PM,0,0.7966,3.571
2/11/2020,2:30:00 PM,0,0.7896,3.838
2/11/2020,3:00:00 PM,0,0.7879,4.089
2/11/2020,3:30:00 PM,0,0.783,4.312
2/11/2020,4:00:00 PM,0,0.7819,4.491
2/11/2020,4:30:00 PM,0,0.7852,4.626
2/11/2020,5:00:00 PM,0,0.7863,4.72
2/11/2020,5:30:00 PM,0,0.7811,4.738
2/11/2020,6:00:00 PM,0,0.7783,4.713
2/11/2020,6:30:00 PM,0,0.7792,4.637
2/11/2020,7:00:00 PM,0,0.7803,4.539
2/11/2020,7:30:00 PM,0,0.7784,4.43
2/11/2020,8:00:00 PM,0,0.7732,4.317
2/11/2020,8:30:00 PM,0,0.7751,4.207
2/11/2020,9:00:00 PM,0,0.7704,4.092
2/11/2020,9:30:00 PM,0,0.7622,3.979
2/11/2020,10:00:00 PM,0,0.7598,3.86
2/11/2020,10:30:00 PM,0,0.7547,3.765
2/11/2020,11:00:00 PM,0,0.7495,3.695
2/11/2020,11:30:00 PM,0,0.7489,3.627
2/12/2020,12:00:00 AM,0,0.7497,3.562
2/12/2020,12:30:00 AM,0,0.7445,3.493
2/12/2020,1:00:00 AM,0,0.7415,3.427
2/12/2020,1:30:00 AM,0,0.7369,3.367
2/12/2020,2:00:00 AM,0,0.737,3.313
2/12/2020,2:30:00 AM,0,0.7312,3.261
2/12/2020,3:00:00 AM,0,0.7309,3.205
2/12/2020,3:30:00 AM,0,0.7231,3.147
2/12/2020,4:00:00 AM,0,0.7084,3.086
2/12/2020,4:30:00 AM,0,0.6974,3.015
2/12/2020,5:00:00 AM,0,0.6968,2.93
2/12/2020,5:30:00 AM,0,0.7018,2.844
2/12/2020,6:00:00 AM,0,0.7032,2.757
2/12/2020,6:30:00 AM,0,0.6977,2.675
2/12/2020,7:00:00 AM,0,0.6919,2.599
2/12/2020,7:30:00 AM,0,0.6824,2.521
2/12/2020,8:00:00 AM,0,0.6753,2.448
2/12/2020,8:30:00 AM,0,0.6783,2.372
2/12/2020,9:00:00 AM,0,0.6983,2.304
2/12/2020,9:30:00 AM,0,0.7157,2.28
2/12/2020,10:00:00 AM,0,0.7267,2.339
2/12/2020,10:30:00 AM,0,0.7325,2.504
2/12/2020,11:00:00 AM,0,0.7385,2.727
2/12/2020,11:30:00 AM,0,0.7424,3.015
2/12/2020,12:00:00 PM,0,0.745,3.331
2/12/2020,12:30:00 PM,0,0.7437,3.685
2/12/2020,1:00:00 PM,0,0.7445,4.08
2/12/2020,1:30:00 PM,0,0.7435,4.461
2/12/2020,2:00:00 PM,0,0.7453,4.833
2/12/2020,2:30:00 PM,0,0.7458,5.117
2/12/2020,3:00:00 PM,0,0.7562,5.358
2/12/2020,3:30:00 PM,0,0.7572,5.504
2/12/2020,4:00:00 PM,0,0.7517,5.687
2/12/2020,4:30:00 PM,0,0.7471,5.823
2/12/2020,5:00:00 PM,0,0.7439,5.885
2/12/2020,5:30:00 PM,0,0.7441,5.851
2/12/2020,6:00:00 PM,0,0.7408,5.759
2/12/2020,6:30:00 PM,0,0.7391,5.658
2/12/2020,7:00:00 PM,0,0.741,5.544
2/12/2020,7:30:00 PM,0,0.7372,5.441
2/12/2020,8:00:00 PM,0,0.7355,5.353
2/12/2020,8:30:00 PM,0,0.7357,5.271
2/12/2020,9:00:00 PM,0,0.7353,5.198
2/12/2020,9:30:00 PM,0,0.7367,5.107
2/12/2020,10:00:00 PM,0,0.7359,4.993
2/12/2020,10:30:00 PM,0,0.7356,4.86
2/12/2020,11:00:00 PM,0,0.7294,4.709
2/12/2020,11:30:00 PM,0,0.7242,4.538
2/13/2020,12:00:00 AM,0,0.7278,4.363
2/13/2020,12:30:00 AM,0,0.7228,4.184
2/13/2020,1:00:00 AM,0,0.7174,4.001
2/13/2020,1:30:00 AM,0,0.7197,3.813
2/13/2020,2:00:00 AM,0,0.7181,3.628
2/13/2020,2:30:00 AM,0,0.7167,3.447
2/13/2020,3:00:00 AM,0,0.7191,3.27
2/13/2020,3:30:00 AM,0,0.7157,3.102
2/13/2020,4:00:00 AM,0,0.7128,2.936
2/13/2020,4:30:00 AM,0,0.706,2.779
2/13/2020,5:00:00 AM,0,0.6966,2.628
2/13/2020,5:30:00 AM,0,0.694,2.487
2/13/2020,6:00:00 AM,0,0.6963,2.348
2/13/2020,6:30:00 AM,0,0.6976,2.213
2/13/2020,7:00:00 AM,0,0.6883,2.093
2/13/2020,7:30:00 AM,0,0.6785,1.981
2/13/2020,8:00:00 AM,0,0.6814,1.871
2/13/2020,8:30:00 AM,0,0.683,1.764
2/13/2020,9:00:00 AM,0,0.6871,1.668
2/13/2020,9:30:00 AM,0,0.6971,1.624
2/13/2020,10:00:00 AM,0,0.708,1.655
2/13/2020,10:30:00 AM,0,0.7135,1.764
2/13/2020,11:00:00 AM,0,0.713,1.958
2/13/2020,11:30:00 AM,0,0.7174,2.226
2/13/2020,12:00:00 PM,0,0.718,2.538
2/13/2020,12:30:00 PM,0,0.721,2.905
2/13/2020,1:00:00 PM,0,0.7209,3.305
2/13/2020,1:30:00 PM,0,0.7211,3.707
2/13/2020,2:00:00 PM,0,0.7242,4.115
2/13/2020,2:30:00 PM,0,0.72,4.481
2/13/2020,3:00:00 PM,0,0.7107,4.787
2/13/2020,3:30:00 PM,0,0.7123,5.016
2/13/2020,4:00:00 PM,0,0.7035,5.152
2/13/2020,4:30:00 PM,0,0.7013,5.221
2/13/2020,5:00:00 PM,0,0.7021,5.222
2/13/2020,5:30:00 PM,0,0.701,5.143
2/13/2020,6:00:00 PM,0,0.7047,5.02
2/13/2020,6:30:00 PM,0,0.7071,4.881
2/13/2020,7:00:00 PM,0,0.7064,4.771
2/13/2020,7:30:00 PM,0,0.71,4.701
2/13/2020,8:00:00 PM,0,0.7111,4.671
2/13/2020,8:30:00 PM,0,0.7096,4.675
2/13/2020,9:00:00 PM,0,0.7106,4.694
2/13/2020,9:30:00 PM,0,0.7128,4.74
2/13/2020,10:00:00 PM,0,0.7134,4.794
2/13/2020,10:30:00 PM,0,0.713,4.849
2/13/2020,11:00:00 PM,0,0.7142,4.896
2/13/2020,11:30:00 PM,0,0.7107,4.923
2/14/2020,12:00:00 AM,0,0.7055,4.926
2/14/2020,12:30:00 AM,0,0.7045,4.911
2/14/2020,1:00:00 AM,0,0.711,4.848
2/14/2020,1:30:00 AM,0,0.7057,4.759
2/14/2020,2:00:00 AM,0,0.7046,4.647
2/14/2020,2:30:00 AM,0,0.7039,4.513
2/14/2020,3:00:00 AM,0,0.7019,4.38
2/14/2020,3:30:00 AM,0,0.7041,4.256
2/14/2020,4:00:00 AM,0,0.7077,4.11
2/14/2020,4:30:00 AM,0,0.7015,3.957
2/14/2020,5:00:00 AM,0,0.6955,3.817
2/14/2020,5:30:00 AM,0,0.7003,3.676
2/14/2020,6:00:00 AM,0,0.7053,3.529
2/14/2020,6:30:00 AM,0,0.7065,3.394
2/14/2020,7:00:00 AM,0,0.7048,3.254
2/14/2020,7:30:00 AM,0,0.6972,3.132
2/14/2020,8:00:00 AM,0,0.6995,3.015
2/14/2020,8:30:00 AM,0,0.6991,2.912
2/14/2020,9:00:00 AM,0,0.6992,2.818
2/14/2020,9:30:00 AM,0,0.7026,2.76
2/14/2020,10:00:00 AM,0,0.7049,2.759
2/14/2020,10:30:00 AM,0,0.7077,2.863
2/14/2020,11:00:00 AM,0,0.7082,3.042
2/14/2020,11:30:00 AM,0,0.7051,3.249
2/14/2020,12:00:00 PM,0,0.7079,3.561
2/14/2020,12:30:00 PM,0,0.7121,3.915
2/14/2020,1:00:00 PM,0,0.7101,4.313
2/14/2020,1:30:00 PM,0,0.7092,4.687
2/14/2020,2:00:00 PM,0,0.72,5.056
2/14/2020,2:30:00 PM,0,0.7207,5.42
2/14/2020,3:00:00 PM,0,0.7178,5.667
2/14/2020,3:30:00 PM,0,0.7171,5.844
2/14/2020,4:00:00 PM,0,0.713,5.968
2/14/2020,4:30:00 PM,0,0.7191,5.984
2/14/2020,5:00:00 PM,0,0.7205,5.909
2/14/2020,5:30:00 PM,0,0.7106,5.776
2/14/2020,6:00:00 PM,0,0.7127,5.614
2/14/2020,6:30:00 PM,0,0.7084,5.455
2/14/2020,7:00:00 PM,0,0.7044,5.321
2/14/2020,7:30:00 PM,0,0.7085,5.203
2/14/2020,8:00:00 PM,0,0.7077,5.079
2/14/2020,8:30:00 PM,0,0.7037,4.993
2/14/2020,9:00:00 PM,0,0.7064,4.932
2/14/2020,9:30:00 PM,0,0.7089,4.896
2/14/2020,10:00:00 PM,0,0.7073,4.881
2/14/2020,10:30:00 PM,0,0.6999,4.88
2/14/2020,11:00:00 PM,0,0.7048,4.869
2/14/2020,11:30:00 PM,0,0.7047,4.847
2/15/2020,12:00:00 AM,0,0.6999,4.83
2/15/2020,12:30:00 AM,0,0.7018,4.801
2/15/2020,1:00:00 AM,0,0.7024,4.776
2/15/2020,1:30:00 AM,0,0.7009,4.742
2/15/2020,2:00:00 AM,0,0.7115,4.693
2/15/2020,2:30:00 AM,0,0.7189,4.627
2/15/2020,3:00:00 AM,0,0.7207,4.543
2/15/2020,3:30:00 AM,0,0.726,4.433
2/15/2020,4:00:00 AM,0,0.7289,4.305
2/15/2020,4:30:00 AM,0,0.7381,4.171
2/15/2020,5:00:00 AM,0,0.7343,4.052
2/15/2020,5:30:00 AM,0,0.7321,3.924
2/15/2020,6:00:00 AM,0,0.7427,3.805
2/15/2020,6:30:00 AM,0,0.7406,3.692
2/15/2020,7:00:00 AM,0,0.7382,3.609
2/15/2020,7:30:00 AM,0,0.7355,3.531
2/15/2020,8:00:00 AM,0,0.7348,3.474
2/15/2020,8:30:00 AM,0,0.7349,3.418
2/15/2020,9:00:00 AM,0,0.7417,3.378
2/15/2020,9:30:00 AM,0,0.7503,3.341
2/15/2020,10:00:00 AM,0,0.7499,3.352
2/15/2020,10:30:00 AM,0,0.7547,3.376
2/15/2020,11:00:00 AM,0,0.75,3.42
2/15/2020,11:30:00 AM,0,0.7545,3.49
2/15/2020,12:00:00 PM,0,0.7583,3.591
2/15/2020,12:30:00 PM,0,0.7635,3.762
2/15/2020,1:00:00 PM,0,0.7682,3.956
2/15/2020,1:30:00 PM,0,0.7663,4.153
2/15/2020,2:00:00 PM,0,0.7613,4.347
2/15/2020,2:30:00 PM,0,0.7581,4.533
2/15/2020,3:00:00 PM,0,0.7627,4.781
2/15/2020,3:30:00 PM,0,0.7617,4.925
2/15/2020,4:00:00 PM,0,0.7542,5.029
2/15/2020,4:30:00 PM,0,0.7522,5.069
2/15/2020,5:00:00 PM,0,0.7571,5.09
2/15/2020,5:30:00 PM,0,0.7559,5.122
2/15/2020,6:00:00 PM,0,0.7598,5.147
2/15/2020,6:30:00 PM,0,0.7539,5.166
2/15/2020,7:00:00 PM,0,0.7525,5.184
2/15/2020,7:30:00 PM,0,0.7565,5.202
2/15/2020,8:00:00 PM,0,0.7578,5.222
2/15/2020,8:30:00 PM,0,0.754,5.241
2/15/2020,9:00:00 PM,0,0.7538,5.258
2/15/2020,9:30:00 PM,0,0.7539,5.266
2/15/2020,10:00:00 PM,0,0.7538,5.262
2/15/2020,10:30:00 PM,0,0.753,5.249
2/15/2020,11:00:00 PM,0,0.754,5.222
2/15/2020,11:30:00 PM,0,0.7559,5.188
2/16/2020,12:00:00 AM,0,0.7529,5.144
2/16/2020,12:30:00 AM,0,0.7548,5.093
2/16/2020,1:00:00 AM,0,0.7626,5.036
2/16/2020,1:30:00 AM,0,0.7636,4.979
2/16/2020,2:00:00 AM,0,0.7626,4.921
2/16/2020,2:30:00 AM,0,0.7611,4.868
2/16/2020,3:00:00 AM,0,0.7569,4.816
2/16/2020,3:30:00 AM,0,0.7565,4.766
2/16/2020,4:00:00 AM,0,0.7535,4.727
2/16/2020,4:30:00 AM,0,0.7562,4.695
2/16/2020,5:00:00 AM,0,0.7522,4.665
2/16/2020,5:30:00 AM,0,0.7477,4.641
2/16/2020,6:00:00 AM,0,0.7531,4.614
2/16/2020,6:30:00 AM,0,0.7502,4.578
2/16/2020,7:00:00 AM,0,0.7498,4.557
2/16/2020,7:30:00 AM,0,0.7438,4.558
2/16/2020,8:00:00 AM,0,0.7382,4.553
2/16/2020,8:30:00 AM,0,0.7412,4.549
2/16/2020,9:00:00 AM,0,0.7465,4.565
2/16/2020,9:30:00 AM,0,0.7499,4.614
2/16/2020,10:00:00 AM,0,0.7483,4.695
2/16/2020,10:30:00 AM,0,0.7509,4.804
2/16/2020,11:00:00 AM,0,0.7538,4.939
2/16/2020,11:30:00 AM,0,0.7566,5.126
2/16/2020,12:00:00 PM,0,0.7633,5.375
2/16/2020,12:30:00 PM,0,0.7662,5.673
2/16/2020,1:00:00 PM,0,0.762,5.983
2/16/2020,1:30:00 PM,0,0.7635,6.279
2/16/2020,2:00:00 PM,0,0.7606,6.579
2/16/2020,2:30:00 PM,0,0.7634,6.797
2/16/2020,3:00:00 PM,0,0.7627,6.976
2/16/2020,3:30:00 PM,0,0.7549,7.115
2/16/2020,4:00:00 PM,0,0.7495,7.175
2/16/2020,4:30:00 PM,0,0.7533,7.235
2/16/2020,5:00:00 PM,0,0.7554,7.278
2/16/2020,5:30:00 PM,0,0.7542,7.273
2/16/2020,6:00:00 PM,0,0.7518,7.171
2/16/2020,6:30:00 PM,0,0.7518,7.037
2/16/2020,7:00:00 PM,0,0.7523,6.907
2/16/2020,7:30:00 PM,0,0.7548,6.81
2/16/2020,8:00:00 PM,0,0.7532,6.732
2/16/2020,8:30:00 PM,0,0.7546,6.652
2/16/2020,9:00:00 PM,0,0.7509,6.578
2/16/2020,9:30:00 PM,0,0.7492,6.48
2/16/2020,10:00:00 PM,0,0.7518,6.376
2/16/2020,10:30:00 PM,0,0.7545,6.269
2/16/2020,11:00:00 PM,0,0.7572,6.15
2/16/2020,11:30:00 PM,0,0.757,6.01
2/17/2020,12:00:00 AM,0,0.7569,5.867
2/17/2020,12:30:00 AM,0,0.7559,5.717
2/17/2020,1:00:00 AM,0,0.7589,5.531
